Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Ras signaling pathway	4/232	2.1781130669511107e-05	0.0013286489708401	0	0	31.5103668261563	338.24697799947825	NF1;RRAS2;PTPN11;SHOC2
KEGG_2021_Human	MAPK signaling pathway	3/294	0.0012548867601746	0.0382740461853263	0	0	16.919243986254294	113.03256150004265	NF1;RRAS2;CACNA1C
KEGG_2021_Human	C-type lectin receptor signaling pathway	2/104	0.0026904731962057	0.0534366289040217	0	0	29.9894419306184	177.47866268622553	RRAS2;PTPN11
KEGG_2021_Human	Growth hormone synthesis, secretion and action	2/119	0.0035040412396079	0.0534366289040217	0	0	26.12491781722551	147.7060618977154	GH1;CACNA1C
KEGG_2021_Human	Phospholipase D signaling pathway	2/148	0.005361339763639	0.0649509672300762	0	0	20.905163329820866	109.3035115095383	RRAS2;PTPN11
KEGG_2021_Human	JAK-STAT signaling pathway	2/162	0.0063886197275484	0.0649509672300762	0	0	19.0625	96.3273310560068	GH1;PTPN11
KEGG_2021_Human	Proteoglycans in cancer	2/205	0.0100550011805427	0.0847358622224329	0	0	14.992042440318302	68.95867480622962	RRAS2;PTPN11
KEGG_2021_Human	cAMP signaling pathway	2/216	0.0111128999635977	0.0847358622224329	0	0	14.21351545650611	63.95582615533973	RRAS2;CACNA1C
KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	1/89	0.0647319939567834	0.139281182085232	0	0	16.150162337662337	44.211064597664894	PTPN11
KEGG_2021_Human	GABAergic synapse	1/89	0.0647319939567834	0.139281182085232	0	0	16.150162337662337	44.211064597664894	CACNA1C
KEGG_2021_Human	Hypertrophic cardiomyopathy	1/90	0.0654365789191557	0.139281182085232	0	0	15.967897271268058	43.53924818748468	CACNA1C
KEGG_2021_Human	GnRH signaling pathway	1/93	0.0675473625075365	0.139281182085232	0	0	15.444875776397517	41.62280131809552	CACNA1C
KEGG_2021_Human	Dilated cardiomyopathy	1/96	0.0696536959639779	0.139281182085232	0	0	14.954887218045112	39.84310237624529	CACNA1C
KEGG_2021_Human	Cholinergic synapse	1/113	0.0815059468910249	0.139281182085232	0	0	12.674107142857142	31.77499158030827	CACNA1C
KEGG_2021_Human	Insulin resistance	1/108	0.07803470234836	0.139281182085232	0	0	13.269692923898532	33.84570065779822	PTPN11
KEGG_2021_Human	Serotonergic synapse	1/113	0.0815059468910249	0.139281182085232	0	0	12.674107142857142	31.77499158030827	CACNA1C
KEGG_2021_Human	Cardiac muscle contraction	1/87	0.0633213364672898	0.139281182085232	0	0	16.527408637873755	45.60792850994067	CACNA1C
KEGG_2021_Human	Leukocyte transendothelial migration	1/114	0.0821987304109565	0.139281182085232	0	0	12.561314791403287	31.38589486042515	PTPN11
KEGG_2021_Human	Glutamatergic synapse	1/114	0.0821987304109565	0.139281182085232	0	0	12.561314791403287	31.38589486042515	CACNA1C
KEGG_2021_Human	Circadian entrainment	1/97	0.070354819690786	0.139281182085232	0	0	14.798363095238097	39.277874337242054	CACNA1C
KEGG_2021_Human	Taste transduction	1/86	0.0626152632725983	0.139281182085232	0	0	16.722689075630253	46.33432734971711	CACNA1C
KEGG_2021_Human	Aldosterone synthesis and secretion	1/98	0.0710554502653649	0.139281182085232	0	0	14.645066273932253	38.72587137976069	CACNA1C
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	1/77	0.0562382130645868	0.139281182085232	0	0	18.711466165413533	53.854571105438765	CACNA1C
KEGG_2021_Human	Type II diabetes mellitus	1/46	0.0339615467251988	0.139281182085232	0	0	31.650793650793652	107.05964425258333	CACNA1C
KEGG_2021_Human	Glycosaminoglycan biosynthesis	1/53	0.0390342369458394	0.139281182085232	0	0	27.380494505494507	88.80359995755282	B3GAT3
KEGG_2021_Human	GnRH secretion	1/64	0.0469554060796374	0.139281182085232	0	0	22.58730158730159	69.0845479012675	CACNA1C
KEGG_2021_Human	Cortisol synthesis and secretion	1/65	0.0476724823882987	0.139281182085232	0	0	22.233258928571427	67.66472104881002	CACNA1C
KEGG_2021_Human	Mitophagy	1/68	0.0498206911792053	0.139281182085232	0	0	21.23454157782516	63.6892892034775	RRAS2
KEGG_2021_Human	Long-term potentiation	1/67	0.049105124607314	0.139281182085232	0	0	21.557359307359302	64.96939440904092	CACNA1C
KEGG_2021_Human	Amphetamine addiction	1/69	0.0505357551625392	0.139281182085232	0	0	20.92121848739496	62.4513889160488	CACNA1C
KEGG_2021_Human	Renal cell carcinoma	1/69	0.0505357551625392	0.139281182085232	0	0	20.92121848739496	62.4513889160488	PTPN11
KEGG_2021_Human	Renin secretion	1/69	0.0505357551625392	0.139281182085232	0	0	20.92121848739496	62.4513889160488	CACNA1C
KEGG_2021_Human	Epithelial cell signaling in Helicobacter pylori infection	1/70	0.0512503168821025	0.139281182085232	0	0	20.616977225672876	61.25372955093302	PTPN11
KEGG_2021_Human	Chronic myeloid leukemia	1/76	0.0555271580205681	0.139281182085232	0	0	18.96190476190476	54.81664896212504	PTPN11
KEGG_2021_Human	Adipocytokine signaling pathway	1/69	0.0505357551625392	0.139281182085232	0	0	20.92121848739496	62.4513889160488	PTPN11
KEGG_2021_Human	Insulin secretion	1/86	0.0626152632725983	0.139281182085232	0	0	16.722689075630253	46.33432734971711	CACNA1C
KEGG_2021_Human	Cellular senescence	1/156	0.1108591350543099	0.1408834841315188	0	0	9.138248847926269	20.099532075567456	RRAS2
KEGG_2021_Human	Retrograde endocannabinoid signaling	1/148	0.1054652513789735	0.1408834841315188	0	0	9.639455782312924	21.68273881196999	CACNA1C
KEGG_2021_Human	Cushing syndrome	1/155	0.1101865635892732	0.1408834841315188	0	0	9.198051948051948	20.28704233319861	CACNA1C
KEGG_2021_Human	Oxytocin signaling pathway	1/154	0.1095135173433318	0.1408834841315188	0	0	9.258636788048554	20.47739449150128	CACNA1C
KEGG_2021_Human	Spliceosome	1/150	0.1068165780037886	0.1408834841315188	0	0	9.509108341323106	21.268472427628502	PUF60
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	1/150	0.1068165780037886	0.1408834841315188	0	0	9.509108341323106	21.268472427628502	CACNA1C
KEGG_2021_Human	Autophagy	1/137	0.0979987829751249	0.1408834841315188	0	0	10.424894957983192	24.214948291558056	RRAS2
KEGG_2021_Human	Vascular smooth muscle contraction	1/133	0.095269312365145	0.1408834841315188	0	0	10.742965367965368	25.25722220437665	CACNA1C
KEGG_2021_Human	Dopaminergic synapse	1/132	0.0945857412496912	0.1408834841315188	0	0	10.825517993456923	25.52926201398732	CACNA1C
KEGG_2021_Human	Natural killer cell mediated cytotoxicity	1/131	0.0939016881241753	0.1408834841315188	0	0	10.90934065934066	25.806120768156763	PTPN11
KEGG_2021_Human	Neurotrophin signaling pathway	1/119	0.0856553385007923	0.1408834841315188	0	0	12.026029055690072	29.553049141820058	PTPN11
KEGG_2021_Human	Apelin signaling pathway	1/137	0.0979987829751249	0.1408834841315188	0	0	10.424894957983192	24.214948291558056	RRAS2
KEGG_2021_Human	cGMP-PKG signaling pathway	1/167	0.1182261724139303	0.1471795207601989	0	0	8.527969018932874	18.208542288702866	CACNA1C
KEGG_2021_Human	Axon guidance	1/182	0.1281803498536608	0.1563800268214662	0	0	7.815311760063142	16.05512799278458	PTPN11
KEGG_2021_Human	Pathogenic Escherichia coli infection	1/197	0.1380295691758569	0.1650941905828877	0	0	7.211734693877551	14.281306966998091	PTPN11
KEGG_2021_Human	Regulation of actin cytoskeleton	1/218	0.1516441027639583	0.177890197473105	0	0	6.506912442396313	12.273461442607385	RRAS2
KEGG_2021_Human	Chemical carcinogenesis	1/239	0.1650577237383112	0.1871700314168241	0	0	5.926470588235294	10.676299856553056	CACNA1C
KEGG_2021_Human	Calcium signaling pathway	1/240	0.1656915032214509	0.1871700314168241	0	0	5.901374775851763	10.608474375358169	CACNA1C
KEGG_2021_Human	Prion disease	1/273	0.1863560784546836	0.2066858324679218	0	0	5.176733193277311	8.697408912815549	CACNA1C
KEGG_2021_Human	Cytokine-cytokine receptor interaction	1/295	0.1998659881075622	0.2177111656171659	0	0	4.784013605442177	7.702779518225201	GH1
KEGG_2021_Human	Neuroactive ligand-receptor interaction	1/341	0.2274402331208618	0.2434009512346065	0	0	4.1271008403361344	6.111690686761554	GH1
KEGG_2021_Human	PI3K-Akt signaling pathway	1/354	0.2350706706221478	0.2472294984129485	0	0	3.972480777013355	5.751632103803267	GH1
KEGG_2021_Human	Alzheimer disease	1/369	0.2437875973969537	0.2520515837493928	0	0	3.8076475155279503	5.374334300494412	CACNA1C
KEGG_2021_Human	Pathways of neurodegeneration	1/475	0.30279495307556	0.3078415356268194	0	0	2.940174804098855	3.5126251480790005	CACNA1C
KEGG_2021_Human	Herpes simplex virus 1 infection	1/498	0.3150175866782025	0.3150175866782025	0	0	2.800804828973843	3.235284750299428	PTPN11
