Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Cell cycle	5/124	1.2154715449244386e-07	1.8232073173866576e-06	0	0	55.63305322128851	885.8430784308466	PLK1;BUB1B;BUB3;BUB1;MAD2L1
KEGG_2021_Human	Progesterone-mediated oocyte maturation	3/100	0.00012997496316054035	0.0009748122237040526	0	0	36.1728320194057	323.6806038860264	PLK1;BUB1;MAD2L1
KEGG_2021_Human	Oocyte meiosis	3/129	0.000275787437045545	0.0013789371852277	0	0	27.80672268907563	227.90056637383265	PLK1;BUB1;MAD2L1
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	3/219	0.0012865352003956	0.0048245070014837	0	0	16.147058823529413	107.4716355389236	BUB1B;BUB3;MAD2L1
KEGG_2021_Human	FoxO signaling pathway	2/131	0.0074882334108293	0.0224647002324881	0	0	17.098191214470283	83.68576954910893	PLK4;PLK1
KEGG_2021_Human	Vasopressin-regulated water reabsorption	1/44	0.0431122594296053	0.0985425130638905	0	0	24.402692778457773	76.72079424655034	DYNC2H1
KEGG_2021_Human	Nucleotide excision repair	1/47	0.0459865060964822	0.0985425130638905	0	0	22.80778032036613	70.23444455974413	CETN2
KEGG_2021_Human	Growth hormone synthesis, secretion and action	1/119	0.1125578617216778	0.2047980147392948	0	0	8.859054415700268	19.350725039139657	GH1
KEGG_2021_Human	Apoptosis	1/142	0.1328766671456546	0.2047980147392948	0	0	7.405375139977604	14.946519655220376	LMNB1
KEGG_2021_Human	Phagosome	1/152	0.1415723809153899	0.2047980147392948	0	0	6.911467410247473	13.511532897552032	DYNC2H1
KEGG_2021_Human	JAK-STAT signaling pathway	1/162	0.1501852108088162	0.2047980147392948	0	0	6.478914677999346	12.283283683900576	GH1
KEGG_2021_Human	Salmonella infection	1/249	0.2217304007386233	0.2771630009232791	0	0	4.187606112054329	6.307761966777845	DYNC2H1
KEGG_2021_Human	Cytokine-cytokine receptor interaction	1/295	0.2572077907057146	0.2967782200450553	0	0	3.524167561761547	4.785364919344118	GH1
KEGG_2021_Human	Neuroactive ligand-receptor interaction	1/341	0.2911452817971114	0.3004660374320648	0	0	3.040247678018576	3.751461592199566	GH1
KEGG_2021_Human	PI3K-Akt signaling pathway	1/354	0.3004660374320648	0.3004660374320648	0	0	2.9263456090651556	3.5186981013861267	GH1
