Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Arginine biosynthesis	6/22	3.2233228989886934e-14	1.2893291595954773e-12	0	0	534.75	16612.42506263602	CPS1;ARG1;ASL;NAGS;ASS1;OTC
KEGG_2021_Human	Alanine, aspartate and glutamate metabolism	3/37	6.501374067171173e-06	0.00013002748134342346	0	0	103.52595155709342	1236.4618927195029	CPS1;ASL;ASS1
KEGG_2021_Human	Valine, leucine and isoleucine degradation	2/48	0.0010424693212675	0.0138995909502342	0	0	48.14975845410628	330.6040915341501	MCCC2;MCCC1
KEGG_2021_Human	Nitrogen metabolism	1/17	0.0168712348172723	0.1479217480088326	0	0	65.67105263157895	268.0787715603985	CPS1
KEGG_2021_Human	Glycosaminoglycan degradation	1/19	0.0188382206720142	0.1479217480088326	0	0	58.36842105263158	231.8316321803268	NAGLU
KEGG_2021_Human	Ras signaling pathway	2/232	0.0221882622013249	0.1479217480088326	0	0	9.541062801932368	36.33419769425859	ABL2;GNB5
KEGG_2021_Human	Glutamatergic synapse	1/114	0.1080812731653967	0.1601204046894766	0	0	9.253376804843969	20.587577159291502	GNB5
KEGG_2021_Human	Cholinergic synapse	1/113	0.1071833849179316	0.1601204046894766	0	0	9.336466165413531	20.850327266654197	GNB5
KEGG_2021_Human	Serotonergic synapse	1/113	0.1071833849179316	0.1601204046894766	0	0	9.336466165413531	20.850327266654197	GNB5
KEGG_2021_Human	Drug metabolism	1/108	0.1026810483364275	0.1601204046894766	0	0	9.775209050664044	22.249624223401657	UMPS
KEGG_2021_Human	Protein digestion and absorption	1/103	0.0981571479706876	0.1601204046894766	0	0	10.256965944272446	23.808320971600697	SLC7A7
KEGG_2021_Human	Pathways in cancer	2/531	0.0976512882114168	0.1601204046894766	0	0	4.085486242386053	9.504280846142684	RET;GNB5
KEGG_2021_Human	Amoebiasis	1/102	0.0972497716409988	0.1601204046894766	0	0	10.359041167274622	24.14146206514577	ARG1
KEGG_2021_Human	Morphine addiction	1/91	0.0872112207421384	0.1601204046894766	0	0	11.63157894736842	28.37433281380585	GNB5
KEGG_2021_Human	GABAergic synapse	1/89	0.0853746735440269	0.1601204046894766	0	0	11.897129186602871	29.27533461302574	GNB5
KEGG_2021_Human	ErbB signaling pathway	1/85	0.0816910427282763	0.1601204046894766	0	0	12.466165413533837	31.225387249064404	ABL2
KEGG_2021_Human	Circadian entrainment	1/97	0.0926998655948555	0.1601204046894766	0	0	10.901315789473683	25.927561451957157	GNB5
KEGG_2021_Human	Non-small cell lung cancer	1/72	0.0696216623496152	0.1601204046894766	0	0	14.758339510748703	39.32624503481651	RET
KEGG_2021_Human	Central carbon metabolism in cancer	1/70	0.0677515123929905	0.1601204046894766	0	0	15.187643020594964	40.88374528633187	RET
KEGG_2021_Human	Glycerolipid metabolism	1/61	0.0592915555925576	0.1601204046894766	0	0	17.473684210526315	49.3681970360476	GK
KEGG_2021_Human	Viral myocarditis	1/60	0.058347071283324	0.1601204046894766	0	0	17.770740410347905	50.492824203227855	ABL2
KEGG_2021_Human	Pyrimidine metabolism	1/56	0.0545601179499192	0.1601204046894766	0	0	19.066985645933013	55.45541451142644	UMPS
KEGG_2021_Human	Arginine and proline metabolism	1/50	0.0488525499820277	0.1601204046894766	0	0	21.40816326530612	64.63014669364038	ARG1
KEGG_2021_Human	Pyruvate metabolism	1/47	0.0459865060964822	0.1601204046894766	0	0	22.80778032036613	70.23444455974413	PC
KEGG_2021_Human	Thyroid cancer	1/37	0.0363736593292806	0.1601204046894766	0	0	29.157894736842103	96.62665093408292	RET
KEGG_2021_Human	Citrate cycle (TCA cycle)	1/30	0.0295899955032417	0.1601204046894766	0	0	36.2087114337568	127.46621354176987	PC
KEGG_2021_Human	PPAR signaling pathway	1/74	0.0714882479432861	0.1601204046894766	0	0	14.352559480894016	37.865241152955655	GK
KEGG_2021_Human	Fluid shear stress and atherosclerosis	1/139	0.130251677909176	0.16281459738647	0	0	7.567505720823799	15.424746385609486	ASS1
KEGG_2021_Human	Apelin signaling pathway	1/137	0.1284974930534796	0.16281459738647	0	0	7.679566563467493	15.757287045296094	GNB5
KEGG_2021_Human	Relaxin signaling pathway	1/129	0.1214470850948444	0.16281459738647	0	0	8.162828947368421	17.209501461061883	GNB5
KEGG_2021_Human	Lysosome	1/128	0.1205619837822294	0.16281459738647	0	0	8.227517612929963	17.406064436257147	NAGLU
KEGG_2021_Human	Dopaminergic synapse	1/132	0.1240973142667693	0.16281459738647	0	0	7.974688629971876	16.64069686633284	GNB5
KEGG_2021_Human	Retrograde endocannabinoid signaling	1/148	0.1381040836089422	0.1673988892229602	0	0	7.100966702470462	14.058122135286425	GNB5
KEGG_2021_Human	Alcoholism	1/186	0.1705223035059393	0.1959625660900834	0	0	5.631578947368421	9.961639057655574	GNB5
KEGG_2021_Human	Chemokine signaling pathway	1/192	0.1755338529080929	0.1959625660900834	0	0	5.453017360154313	9.487832290769862	GNB5
