Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	AMPK signaling pathway	11/120	1.1258309458076376e-17	1.5649050146726165e-15	0	0	105.49058425881216	4116.814905232339	IRS1;INSR;LEP;HNF4A;AKT2;ADIPOQ;AKT1;IGF1;PIK3R1;INS;IGF1R
KEGG_2021_Human	FoxO signaling pathway	10/131	2.7546937696379853e-15	1.9145121698984e-13	0	0	82.02066115702479	2749.781224258516	EGF;IRS1;INSR;AKT2;AKT1;IGF1;PIK3R1;EGFR;INS;IGF1R
KEGG_2021_Human	Ras signaling pathway	11/232	1.8148968218178252e-14	7.399880158391904e-13	0	0	51.73588949749941	1636.9319602660612	EGF;SHC1;INSR;AKT2;IGF2;AKT1;IGF1;PIK3R1;EGFR;INS;IGF1R
KEGG_2021_Human	Longevity regulating pathway	9/102	2.1294619160840012e-14	7.399880158391904e-13	0	0	91.59907834101382	2883.5684788493977	IRS1;INSR;AKT2;ADIPOQ;AKT1;IGF1;PIK3R1;INS;IGF1R
KEGG_2021_Human	HIF-1 signaling pathway	9/109	3.93764364311773e-14	1.094664932786729e-12	0	0	85.15714285714286	2628.4270594563295	EGF;INSR;AKT2;AKT1;IGF1;PIK3R1;EGFR;INS;IGF1R
KEGG_2021_Human	PI3K-Akt signaling pathway	12/354	5.1008052398977534e-14	1.1816865472429794e-12	0	0	38.26120857699805	1171.052886425827	GH1;EGF;IRS1;INSR;AKT2;IGF2;AKT1;IGF1;PIK3R1;EGFR;INS;IGF1R
KEGG_2021_Human	Glioma	8/75	1.4578574163930498e-13	2.8948882982661986e-12	0	0	108.02170963364992	3192.758608192461	EGF;SHC1;AKT2;AKT1;IGF1;PIK3R1;EGFR;IGF1R
KEGG_2021_Human	Type II diabetes mellitus	7/46	4.1279065978684883e-13	7.172237713796498e-12	0	0	155.53734671125974	4435.277440750097	KCNJ11;ABCC8;IRS1;INSR;ADIPOQ;PIK3R1;INS
KEGG_2021_Human	Phospholipase D signaling pathway	9/148	6.520694908033083e-13	1.0070851024628872e-11	0	0	61.143884892086334	1715.6133529855713	EGF;SHC1;INSR;AKT2;AKT1;PIK3R1;AGPAT2;EGFR;INS
KEGG_2021_Human	Prostate cancer	8/97	1.2222279088593557e-12	1.6988967933145046e-11	0	0	81.22982635342186	2228.1622235306113	EGF;AKT2;AKT1;IGF1;PIK3R1;EGFR;INS;IGF1R
KEGG_2021_Human	Growth hormone synthesis, secretion and action	8/119	6.491012267339199e-12	8.202279137819533e-11	0	0	65.05814905814906	1675.9371253385889	GH1;IRS1;SHC1;IGFBP3;AKT2;AKT1;IGF1;PIK3R1
KEGG_2021_Human	Melanoma	7/72	1.1067734873082038e-11	1.2820126227986694e-10	0	0	93.20066889632108	2351.1720634455723	EGF;AKT2;AKT1;IGF1;PIK3R1;EGFR;IGF1R
KEGG_2021_Human	Rap1 signaling pathway	9/210	1.5437192102129022e-11	1.650592078612257e-10	0	0	42.15138592750533	1049.326778585632	EGF;INSR;AKT2;AKT1;IGF1;PIK3R1;EGFR;INS;IGF1R
KEGG_2021_Human	Breast cancer	8/147	3.5874106846973674e-11	3.5617863226638146e-10	0	0	51.879659908436885	1247.7579774127255	EGF;SHC1;AKT2;AKT1;IGF1;PIK3R1;EGFR;IGF1R
KEGG_2021_Human	mTOR signaling pathway	8/154	5.215702910653797e-11	4.773044471701516e-10	0	0	49.37484433374844	1169.0364458411868	IRS1;INSR;AKT2;AKT1;IGF1;PIK3R1;INS;IGF1R
KEGG_2021_Human	Non-alcoholic fatty liver disease	8/155	5.49415190987225e-11	4.773044471701516e-10	0	0	49.03648732220161	1158.4748414199832	IRS1;INSR;LEP;AKT2;ADIPOQ;AKT1;PIK3R1;INS
KEGG_2021_Human	Progesterone-mediated oocyte maturation	7/100	1.1692252677215784e-10	9.560136012547023e-10	0	0	65.04862085086489	1487.6300567258356	AKT2;AKT1;IGF1;PIK3R1;AURKA;INS;IGF1R
KEGG_2021_Human	Regulation of lipolysis in adipocytes	6/55	1.8421331478085247e-10	1.422536153029916e-09	0	0	101.6377551020408	2278.2028316167753	IRS1;INSR;AKT2;AKT1;PIK3R1;INS
KEGG_2021_Human	MAPK signaling pathway	9/294	3.095416786639876e-10	2.264541754436541e-09	0	0	29.601503759398497	648.1524059117166	EGF;INSR;AKT2;IGF2;AKT1;IGF1;EGFR;INS;IGF1R
KEGG_2021_Human	Focal adhesion	8/201	4.3818740046099206e-10	3.045402433203895e-09	0	0	37.262364578426755	802.943384534809	EGF;SHC1;AKT2;AKT1;IGF1;PIK3R1;EGFR;IGF1R
KEGG_2021_Human	Insulin signaling pathway	7/137	1.082239295785277e-09	7.163393434007309e-09	0	0	46.448160535117054	958.8866726781104	IRS1;SHC1;INSR;AKT2;AKT1;PIK3R1;INS
KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	5/37	2.2536809390031312e-09	1.4239165932792511e-08	0	0	124.6125	2481.1222264416892	IRS1;INSR;IGF1;PIK3R1;INS
KEGG_2021_Human	ErbB signaling pathway	6/85	2.694652281802218e-09	1.6285072485674276e-08	0	0	62.94620253164557	1242.0542583885408	EGF;SHC1;AKT2;AKT1;PIK3R1;EGFR
KEGG_2021_Human	JAK-STAT signaling pathway	7/162	3.4954163783381974e-09	2.024428652454206e-08	0	0	38.90743338008415	757.5982800401646	GH1;EGF;LEP;AKT2;AKT1;PIK3R1;EGFR
KEGG_2021_Human	Hepatocellular carcinoma	7/168	4.502874795954116e-09	2.5035983865504884e-08	0	0	37.44612476370511	719.6602136106894	SHC1;AKT2;IGF2;AKT1;PIK3R1;EGFR;IGF1R
KEGG_2021_Human	Insulin resistance	6/108	1.1513813767557773e-08	6.15546197573281e-08	0	0	48.69607843137255	890.1505972701809	IRS1;INSR;AKT2;AKT1;PIK3R1;INS
KEGG_2021_Human	Proteoglycans in cancer	7/205	1.7880586258683607e-08	9.205190703544525e-08	0	0	30.391743522178302	542.175036637107	AKT2;IGF2;AKT1;IGF1;PIK3R1;EGFR;IGF1R
KEGG_2021_Human	Endometrial cancer	5/58	2.3178212298270905e-08	1.1506326819498773e-07	0	0	75.15849056603774	1321.2902569159105	EGF;AKT2;AKT1;PIK3R1;EGFR
KEGG_2021_Human	Autophagy	6/137	4.799343197322165e-08	2.300374842854417e-07	0	0	37.86068702290076	638.0359330478833	IRS1;AKT2;AKT1;PIK3R1;INS;IGF1R
KEGG_2021_Human	Adipocytokine signaling pathway	5/69	5.6201138452350295e-08	2.603986081625564e-07	0	0	62.20625	1038.491592351509	IRS1;LEP;AKT2;ADIPOQ;AKT1
KEGG_2021_Human	Prolactin signaling pathway	5/70	6.04612590326489e-08	2.711004840496192e-07	0	0	61.246153846153845	1017.9884322599872	SHC1;AKT2;AKT1;PIK3R1;INS
KEGG_2021_Human	Non-small cell lung cancer	5/72	6.974997052854948e-08	3.0297643448338673e-07	0	0	59.41194029850746	979.0106774272672	EGF;AKT2;AKT1;PIK3R1;EGFR
KEGG_2021_Human	Gastric cancer	6/149	7.916430258556015e-08	3.3344963816342005e-07	0	0	34.66258741258741	566.7936297380597	EGF;SHC1;AKT2;AKT1;PIK3R1;EGFR
KEGG_2021_Human	Pancreatic cancer	5/76	9.17166890581546e-08	3.7495940526716137e-07	0	0	56.053521126760565	908.3227291553476	EGF;AKT2;AKT1;PIK3R1;EGFR
KEGG_2021_Human	Colorectal cancer	5/86	1.7109895916819713e-07	6.795072949822686e-07	0	0	49.10864197530864	765.1629164193694	EGF;AKT2;AKT1;PIK3R1;EGFR
