Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Citrate cycle (TCA cycle)	19/30	1.6159257826222728e-37	3.4257626591592184e-35	0	0	424.12008978675647	35929.64742833272	FH;MDH1;MDH2;IDH1;IDH2;DLST;OGDHL;SDHC;SDHD;SDHA;SDHB;CS;ACLY;PC;OGDH;ACO1;ACO2;DLD;IDH3A
KEGG_2021_Human	Central carbon metabolism in cancer	17/70	1.1603027661220858e-24	1.229920932089411e-22	0	0	76.6990225051148	4227.140935269429	G6PD;IDH1;IDH2;SLC1A5;HIF1A;HK2;MTOR;GLS;HK1;SIRT3;LDHA;PKM;MYC;AKT1;SLC16A3;TP53;PDK1
KEGG_2021_Human	HIF-1 signaling pathway	15/109	7.079696471134731e-18	5.002985506268543e-16	0	0	37.18272841051314	1468.3199407592824	CREBBP;EGLN3;STAT3;ARNT;HIF1A;HK2;MTOR;IGF1R;HK1;INS;LDHA;BCL2;AKT1;GAPDH;PDK1
KEGG_2021_Human	Pyruvate metabolism	10/47	2.7339597461212473e-14	1.448998665444261e-12	0	0	59.648648648648646	1862.8535598314684	FH;LDHA;PC;PKM;MDH1;MDH2;ME1;ME2;ALDH7A1;DLD
KEGG_2021_Human	Non-alcoholic fatty liver disease	13/155	8.698990609317748e-13	3.6883720183507255e-11	0	0	20.791160757649344	577.3788343189323	TGFB1;PRKAA2;SDHC;SDHD;SDHA;SDHB;PRKAB1;INS;IL1B;FAS;AKT1;CYCS;ATF4
KEGG_2021_Human	Diabetic cardiomyopathy	13/203	2.704766008538523e-11	9.556839896836114e-10	0	0	15.500907441016334	377.1901007181408	G6PD;TGFB1;PARP1;SDHC;SDHD;SDHA;SDHB;MTOR;INS;MPC2;PDK4;AKT1;GAPDH
KEGG_2021_Human	AMPK signaling pathway	10/120	4.542706413838199e-10	1.3757910853338546e-08	0	0	19.98989898989899	430.0292631399654	CPT1A;PRKAA2;SCD;FASN;AKT1;PRKAB1;SIRT1;MTOR;IGF1R;INS
KEGG_2021_Human	Pathways in cancer	17/531	1.0894518343005783e-09	2.8870473608965326e-08	0	0	7.724954291875674	159.4244484943745	CREBBP;EGLN3;FH;TGFB1;EPAS1;STAT3;ARNT;HIF1A;MTOR;IGF1R;MYC;BCL2;FAS;AKT1;CYCS;TP53;NFE2L2
KEGG_2021_Human	Renal cell carcinoma	8/69	1.9109044962474524e-09	4.4758233753656446e-08	0	0	28.280826799714895	567.7570877003315	FH;CREBBP;EGLN3;TGFB1;EPAS1;AKT1;ARNT;HIF1A
KEGG_2021_Human	Longevity regulating pathway	9/102	2.1112374412102103e-09	4.4758233753656446e-08	0	0	21.063807160581355	420.7704348265585	PRKAA2;AKT1;PRKAB1;TP53;SIRT1;MTOR;ATF4;IGF1R;INS
KEGG_2021_Human	Glucagon signaling pathway	9/107	3.237822827002636e-09	6.240167630223264e-08	0	0	19.984077147342457	390.65602826893945	CREBBP;LDHA;CPT1A;PRKAA2;PKM;AKT1;PRKAB1;SIRT1;ATF4
KEGG_2021_Human	Alzheimer disease	14/369	4.357242324029935e-09	7.697794772452887e-08	0	0	8.962659679004258	172.54398382347543	APP;SDHC;SDHD;SDHA;SDHB;MTOR;INS;IL1B;FAS;AKT1;CYCS;APOE;GAPDH;ATF4
KEGG_2021_Human	Glyoxylate and dicarboxylate metabolism	6/30	7.2319343288532075e-09	1.1793615982437537e-07	0	0	52.861702127659576	990.879882282229	CS;MDH1;MDH2;ACO1;ACO2;DLD
KEGG_2021_Human	Hepatitis B	10/162	8.512128274472943e-09	1.2889794244201884e-07	0	0	14.435672514619885	268.2404018173252	CREBBP;TGFB1;MYC;STAT3;BCL2;FAS;AKT1;CYCS;TP53;ATF4
KEGG_2021_Human	FoxO signaling pathway	9/131	1.9345794368025718e-08	2.567192330670908e-07	0	0	16.033327328409296	284.76457228999095	CREBBP;TGFB1;PRKAA2;STAT3;AKT1;PRKAB1;SIRT1;IGF1R;INS
KEGG_2021_Human	Nicotinate and nicotinamide metabolism	6/35	1.9375036457893645e-08	2.567192330670908e-07	0	0	43.73661041819515	776.7307272880395	NAPRT;NAMPT;SIRT5;SIRT1;SIRT2;SIRT3
KEGG_2021_Human	Prostate cancer	8/97	2.9450489952561066e-08	3.672649335260557e-07	0	0	19.356130923302395	335.6460584804155	CREBBP;BCL2;AKT1;TP53;MTOR;IGF1R;ATF4;INS
KEGG_2021_Human	Glycolysis / Gluconeogenesis	7/67	4.296122248565819e-08	5.059877314977519e-07	0	0	24.88888888888889	422.189424054984	LDHA;PKM;ALDH7A1;DLD;GAPDH;HK2;HK1
KEGG_2021_Human	Colorectal cancer	7/86	2.456833944180479e-07	2.74130945350664e-06	0	0	18.88485095957534	287.4127419193502	TGFB1;MYC;BCL2;AKT1;CYCS;TP53;MTOR
KEGG_2021_Human	Autophagy	8/137	4.323757526781576e-07	4.364936169893781e-06	0	0	13.327266599258513	195.29737597438964	PRKAA2;BCL2;AKT1;HIF1A;ATG7;MTOR;IGF1R;INS
KEGG_2021_Human	Insulin signaling pathway	8/137	4.323757526781576e-07	4.364936169893781e-06	0	0	13.327266599258513	195.29737597438964	PRKAA2;FASN;AKT1;PRKAB1;HK2;MTOR;HK1;INS
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	9/193	5.37542100100391e-07	5.1799511464219494e-06	0	0	10.597467749641662	152.98778657358002	CREBBP;MYC;STAT3;FAS;AKT1;CYCS;TP53;HIF1A;MTOR
