gene_id	gene_symbol	count	tfidf	rank_tfidf
26227	PHGDH	346	2.826122321031462	1
5460	POU5F1	82	0.490603762682229	2
2110	ETFDH	42	0.4214107283750529	3
64135	IFIH1	59	0.4154507218388829	4
8678	BECN1	25	0.15995629938715436	5
8842	PROM1	24	0.15089224446975893	6
2475	MTOR	24	0.10470708253050055	7
5564	PRKAB1	15	0.10102398151287241	8
84557	MAP1LC3A	15	0.09186175222127183	9
3248	HPGD	9	0.08567149045611558	10
8878	SQSTM1	10	0.06966012118897308	11
3206	HOXA10	8	0.06947104953641027	12
6662	SOX9	10	0.06696386283573151	13
10381	TUBB3	7	0.057085319741643895	14
79923	NANOG	9	0.05678415732519774	15
81631	MAP1LC3B	8	0.05652033246130152	16
7249	TSC2	8	0.05626455439130295	17
389421	LIN28B	6	0.05263553503523214	18
5723	PSPH	5	0.04919985297938974	19
63826	SRR	5	0.04775904603051004	20
6657	SOX2	8	0.046636221919015085	21
2348	FOLR1	5	0.04290739287320542	22
9314	KLF4	6	0.03967398071124791	23
648	BMI1	5	0.03699835875419843	24
3665	IRF7	5	0.03645800649712339	25
1029	CDKN2A	7	0.03625124177868921	26
1644	DDC	4	0.032348931897438336	27
80308	FLAD1	3	0.0317166855468332	28
7054	TH	5	0.030632939361282436	29
1794	DOCK2	3	0.029497787485205092	30
10533	ATG7	4	0.02937314575631494	31
2720	GLB1	5	0.028220495059595355	32
29968	PSAT1	3	0.027186101391579013	33
836	CASP3	6	0.026238510392740732	34
6513	CSE	4	0.02523398193637762	35
2627	GATA6	3	0.024559727546846693	36
4838	NODAL	3	0.02433972247846995	37
9140	ATG12	3	0.02367503888725876	38
2626	GATA4	3	0.02268044739941698	39
4609	MYC	5	0.021761163165592387	40
1978	EIF4EBP1	3	0.021048402135251682	41
9474	ATG5	3	0.020899679253415352	42
6911	TBX6	2	0.020618598743727193	43
56916	SMARCAD1	2	0.020413352702980826	44
7915	ALDH5A1	2	0.020043786535860142	45
83595	SOX7	2	0.019734881947683604	46
6198	RPS6KB1	3	0.01917175928595488	47
873	CBR1	2	0.017541430457048476	48
7531	YWHAE	2	0.017407931709980815	49
10763	NES	2	0.017219675627322125	50
64321	SOX17	2	0.01644318375791982	51
6426	SRSF1	2	0.015797759767344252	52
5053	PAH	2	0.014217014432343642	53
23586	DDX58	2	0.013830550807294702	54
652	BMP4	2	0.013741056623210573	55
2539	G6PD	2	0.013411578287963664	56
7291	TWIST1	2	0.012810953607269554	57
1000	CDH2	2	0.012030852152383737	58
285313	IGSF10	1	0.011647662007644312	59
57549	IGSF9	1	0.011628793979653914	60
79707	NOL9	1	0.011585983797495905	61
54437	SEMA5B	1	0.011499483723416979	62
9931	HELZ	1	0.011414126986768887	63
3801	KIFC3	1	0.011403906980794498	64
8484	GALR3	1	0.011252079670723586	65
5049	PAFAH1B2	1	0.011150513557345823	66
207	AKT1	3	0.011074519191021499	67
23046	KIF21B	1	0.010975183313848239	68
4843	NOS2	2	0.010968056412964465	69
8787	RGS9	1	0.010659379395000999	70
9826	ARHGEF11	1	0.010621183446681488	71
473	RERE	1	0.01045641551114875	72
2109	ETFB	1	0.01045641551114875	73
11322	TMC6	1	0.010435065662536021	74
10961	ERP29	1	0.010243384101773506	75
5686	PSMA5	1	0.010206676351490413	76
5689	PSMB1	1	0.01012230361915052	77
3439	IFNA1	2	0.010012458904187902	78
9496	TBX4	1	0.009935225131002038	79
8668	EIF3I	1	0.009929860586981892	80
113235	SLC46A1	1	0.009830148482034536	81
94234	FOXQ1	1	0.009726395111319428	82
2108	ETFA	1	0.009533907573888426	83
5693	PSMB5	1	0.009515372247307165	84
24137	KIF4A	1	0.009507131831732326	85
1950	EGF	2	0.009427730982963694	86
5710	PSMD4	1	0.009374092020442842	87
23013	SPEN	1	0.009267791046785101	88
8912	CACNA1H	1	0.009178258040109787	89
2180	ACSL1	1	0.009086685916509317	90
22925	PLA2R1	1	0.009004443958203137	91
4014	LORICRIN	1	0.00898551710261729	92
4762	NEUROG1	1	0.008811237587514053	93
81	ACTN4	1	0.008808812289330184	94
6571	SLC18A2	1	0.008568541526850623	95
51744	CD244	1	0.008353233003718312	96
1464	CSPG4	1	0.007975638164198459	97
3339	HSPG2	1	0.007611666946130307	98
57506	MAVS	1	0.0075452438194279	99
8408	ULK1	1	0.007299102739732291	100
