Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Purine metabolism	9/129	2.9187059281423466e-11	4.757490662872025e-09	0	0	36.27439024390244	879.91860976455	DGUOK;ADSL;PNP;ATIC;GMPS;HPRT1;ADSS2;PAICS;ADA
KEGG_2021_Human	Cellular senescence	9/156	1.6148746013748611e-10	1.316122800120512e-08	0	0	29.571428571428573	666.7349828364302	MYC;CHEK1;AKT3;AKT1;ATM;SQSTM1;TP53;MTOR;ATR
KEGG_2021_Human	Human immunodeficiency virus 1 infection	8/212	5.1152773637896726e-08	2.779300700992389e-06	0	0	18.436974789915965	309.5282131955069	CASP3;CHEK1;AKT3;AKT1;ATM;MTOR;RBX1;ATR
KEGG_2021_Human	Colorectal cancer	6/86	7.230986002840072e-08	2.946626796157329e-06	0	0	33.86931818181818	556.8896712192267	MYC;CASP3;AKT3;AKT1;TP53;MTOR
KEGG_2021_Human	Shigellosis	8/246	1.6071311417275142e-07	5.239247522031697e-06	0	0	15.77591036414566	246.7927406729637	CALCOCO2;AKT3;AKT1;ATM;SQSTM1;TP53;MTOR;RBX1
KEGG_2021_Human	Cell cycle	6/124	6.392463415054622e-07	1.7175318001105948e-05	0	0	22.918335901386747	326.8836736814432	MYC;CHEK1;ATM;TP53;RBX1;ATR
KEGG_2021_Human	Proteoglycans in cancer	7/205	7.37590343605777e-07	1.7175318001105948e-05	0	0	16.239605355884425	229.3012343179591	SHH;MYC;CASP3;AKT3;AKT1;TP53;MTOR
KEGG_2021_Human	Central carbon metabolism in cancer	5/70	8.51548432464697e-07	1.7350299311468204e-05	0	0	33.99145299145299	475.07166684012833	MYC;AKT3;AKT1;TP53;MTOR
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	7/219	1.1483367272312394e-06	1.87178886538692e-05	0	0	15.156428258007898	207.29743974271116	MYC;CHEK1;AKT3;AKT1;ATM;TP53;ATR
KEGG_2021_Human	p53 signaling pathway	5/73	1.0508789438099845e-06	1.87178886538692e-05	0	0	32.48692810457516	447.2112725834527	CASP3;CHEK1;ATM;TP53;ATR
KEGG_2021_Human	Human papillomavirus infection	8/331	1.516135738418494e-06	2.2466375032928593e-05	0	0	11.57422969187675	155.08710528712228	CASP3;AKT3;AKT1;ATM;TP53;PRKCZ;MTOR;ATR
KEGG_2021_Human	Gastric cancer	6/149	1.8741963174334764e-06	2.5457833311804723e-05	0	0	18.88779402415766	249.0795845004167	SHH;MYC;AKT3;AKT1;TP53;MTOR
KEGG_2021_Human	Small cell lung cancer	5/92	3.320217744689286e-06	4.1630422491104127e-05	0	0	25.367816091954023	320.02718140805626	MYC;CASP3;AKT3;AKT1;TP53
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	6/193	8.339574595605604e-06	9.709647564883668e-05	0	0	14.411521633446768	168.5355159722058	MYC;CASP3;AKT3;AKT1;TP53;MTOR
KEGG_2021_Human	Epstein-Barr virus infection	6/202	1.0815798581625677e-05	0.00011753167792033236	0	0	13.743506493506494	157.15016157281767	MYC;CASP3;AKT3;AKT1;VIM;TP53
KEGG_2021_Human	Thyroid hormone signaling pathway	5/121	1.2711496424379855e-05	0.0001272655970715105	0	0	18.99808429118774	214.16547533782855	MYC;AKT3;AKT1;TP53;MTOR
KEGG_2021_Human	Endometrial cancer	4/58	1.3273099081077784e-05	0.0001272655970715105	0	0	32.03864734299517	359.78667910682793	MYC;AKT3;AKT1;TP53
KEGG_2021_Human	Human cytomegalovirus infection	6/225	1.9931238009979885e-05	0.0001804884330903734	0	0	12.285803237858032	132.97197967269972	MYC;CASP3;AKT3;AKT1;TP53;MTOR
KEGG_2021_Human	Signaling pathways regulating pluripotency of stem cells	5/143	2.8490360951493538e-05	0.00020190994935188897	0	0	15.951690821256038	166.94951464681884	SOX2;MYC;AKT3;AKT1;PAX6
KEGG_2021_Human	Apoptosis	5/142	2.7545755848420587e-05	0.00020190994935188897	0	0	16.068937550689377	168.71841437808396	CASP3;AKT3;AKT1;ATM;TP53
KEGG_2021_Human	Fluid shear stress and atherosclerosis	5/139	2.485727909852752e-05	0.00020190994935188897	0	0	16.43117744610282	174.20925730543715	AKT3;AKT1;SQSTM1;TP53;PRKCZ
KEGG_2021_Human	Acute myeloid leukemia	4/67	2.3585692640606276e-05	0.00020190994935188897	0	0	27.44927536231884	292.4684680957346	MYC;AKT3;AKT1;MTOR
KEGG_2021_Human	Adipocytokine signaling pathway	4/69	2.650437262169083e-05	0.00020190994935188897	0	0	26.60200668896321	280.3372890754863	POMC;AKT3;AKT1;MTOR
KEGG_2021_Human	Breast cancer	5/147	3.252323044018875e-05	0.00022088694007294855	0	0	15.49921752738654	160.1620313639072	MYC;AKT3;AKT1;TP53;MTOR
KEGG_2021_Human	Glioma	4/75	3.685550808876545e-05	0.00023442808662739445	0	0	24.346601347213717	248.542413205756	AKT3;AKT1;TP53;MTOR
KEGG_2021_Human	Chronic myeloid leukemia	4/76	3.88316462511635e-05	0.00023442808662739445	0	0	24.00724637681159	243.8241966457016	MYC;AKT3;AKT1;TP53
KEGG_2021_Human	Pancreatic cancer	4/76	3.88316462511635e-05	0.00023442808662739445	0	0	24.00724637681159	243.8241966457016	AKT3;AKT1;TP53;MTOR
KEGG_2021_Human	Hepatitis C	5/157	4.4554251379025696e-05	0.000259369391956471	0	0	14.47222222222222	144.9943431158942	MYC;CASP3;AKT3;AKT1;TP53
KEGG_2021_Human	Pathways in cancer	8/531	4.7119393359988856e-05	0.0002648434868164891	0	0	7.075298188108896	70.48996398966403	SHH;MYC;CASP3;AKT3;AKT1;TP53;MTOR;RBX1
KEGG_2021_Human	Hepatitis B	5/162	5.1733111867740326e-05	0.0002810832411480558	0	0	14.007784854918611	138.24860722179173	MYC;CASP3;AKT3;AKT1;TP53
KEGG_2021_Human	Hepatocellular carcinoma	5/168	6.149424779739756e-05	0.0003132363247179938	0	0	13.488070892978868	130.78798202570573	MYC;AKT3;AKT1;TP53;MTOR
KEGG_2021_Human	ErbB signaling pathway	4/85	6.027933795542898e-05	0.0003132363247179938	0	0	21.33011272141707	207.25449175404972	MYC;AKT3;AKT1;MTOR
KEGG_2021_Human	Prostate cancer	4/97	0.00010090333713161996	0.0004984013318925471	0	0	18.566619915848527	170.83792281369236	AKT3;AKT1;TP53;MTOR
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	4/100	0.00011356720906997502	0.000544454561129586	0	0	17.983695652173914	163.34798914770596	CASP3;AKT3;AKT1;PRKCZ
KEGG_2021_Human	MicroRNAs in cancer	6/310	0.00011828761540218956	0.0005508823231587686	0	0	8.8125	79.68607492210676	MYC;CASP3;ATM;VIM;TP53;MTOR
KEGG_2021_Human	Longevity regulating pathway	4/102	0.0001226260480091412	0.0005552234951525005	0	0	17.614906832298136	158.64638771191477	AKT3;AKT1;TP53;MTOR
KEGG_2021_Human	Homologous recombination	3/41	0.00014657115641659294	0.0006457053647541797	0	0	33.4468085106383	295.2684100827493	RPA1;RPA2;ATM
KEGG_2021_Human	Insulin resistance	4/108	0.0001529493133786741	0.0006560720547558916	0	0	16.593645484949832	145.78187902919768	AKT3;AKT1;PRKCZ;MTOR
KEGG_2021_Human	HIF-1 signaling pathway	4/109	0.00015848493118390697	0.0006623857380250471	0	0	16.434782608695652	143.80189971009636	AKT3;AKT1;MTOR;RBX1
KEGG_2021_Human	Herpes simplex virus 1 infection	7/498	0.00022493619137527925	0.0008729666474802504	0	0	6.451617486856439	54.19161133895087	CASP3;ZNF182;AKT3;AKT1;ZNF77;TP53;MTOR
KEGG_2021_Human	Sphingolipid signaling pathway	4/119	0.0002221033030317985	0.0008729666474802504	0	0	14.99810964083176	126.1696169333872	AKT3;AKT1;TP53;PRKCZ
KEGG_2021_Human	Nucleotide excision repair	3/47	0.0002206109248491568	0.0008729666474802504	0	0	28.87717601547389	243.12011931420915	RPA1;RPA2;RBX1
KEGG_2021_Human	Fanconi anemia pathway	3/54	0.0003333415993294188	0.001263597225365	0	0	24.90488110137672	199.39701474295643	RPA1;RPA2;ATR
KEGG_2021_Human	Autophagy	4/137	0.00038005762975849497	0.0013467259489268	0	0	12.956521739130435	102.03504010982898	AKT3;AKT1;SQSTM1;MTOR
KEGG_2021_Human	Estrogen signaling pathway	4/137	0.00038005762975849497	0.0013467259489268	0	0	12.956521739130435	102.03504010982898	POMC;AKT3;AKT1;KRT20
KEGG_2021_Human	Insulin signaling pathway	4/137	0.00038005762975849497	0.0013467259489268	0	0	12.956521739130435	102.03504010982898	AKT3;AKT1;PRKCZ;MTOR
KEGG_2021_Human	Measles	4/139	0.0004015254683124459	0.0013925244964878	0	0	12.76328502415459	99.81194689133622	CASP3;AKT3;AKT1;TP53
KEGG_2021_Human	Mitophagy	3/68	0.0006571555344566322	0.0022315906690923	0	0	19.527004909983635	143.08588265054038	CALCOCO2;SQSTM1;TP53
KEGG_2021_Human	Renal cell carcinoma	3/69	0.0006858216610371124	0.0022814067499805	0	0	19.230174081237912	140.08975927188362	AKT3;AKT1;RBX1
KEGG_2021_Human	JAK-STAT signaling pathway	4/162	0.0007146982745422648	0.0023299163750077	0	0	10.892680242157402	78.90276430338815	MYC;AKT3;AKT1;MTOR
KEGG_2021_Human	Non-small cell lung cancer	3/72	0.0007765711595735495	0.0024342519040478	0	0	18.39130434782609	131.69318363710184	AKT3;AKT1;TP53
KEGG_2021_Human	Melanoma	3/72	0.0007765711595735495	0.0024342519040478	0	0	18.39130434782609	131.69318363710184	AKT3;AKT1;TP53
KEGG_2021_Human	MAPK signaling pathway	5/294	0.0008182334000673111	0.0025164536643579	0	0	7.559015763168012	53.73222745258755	MYC;CASP3;AKT3;AKT1;TP53
KEGG_2021_Human	Influenza A	4/172	0.000893667581933279	0.0026975521454652	0	0	10.23913043478261	71.88050474501917	CALCOCO2;CASP3;AKT3;AKT1
KEGG_2021_Human	Neutrophil extracellular trap formation	4/189	0.0012670233065111	0.0037549963447513	0	0	9.290246768507638	61.97602570367333	H2AX;AKT3;AKT1;MTOR
