Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Bile secretion	8/90	1.2421778101820316e-13	6.086671269891955e-12	0	0	114.16355810616928	3392.5687818512865	ABCC2;UGT1A1;SLC10A1;SLC10A2;ABCB4;NR1H4;ABCB11;CFTR
KEGG_2021_Human	ABC transporters	5/45	2.355050339870706e-09	5.7698733326832305e-08	0	0	124.59375	2475.2671183537277	ABCC2;ABCB6;ABCB4;ABCB11;CFTR
KEGG_2021_Human	Vibrio cholerae infection	2/50	0.0017712212130127	0.0289299464792079	0	0	36.09963768115942	228.73040961874747	CFTR;TJP2
KEGG_2021_Human	Taurine and hypotaurine metabolism	1/11	0.0136676567242548	0.153096824827314	0	0	83.1875	357.1008995813401	GGT1
KEGG_2021_Human	Thiamine metabolism	1/15	0.0185931285667873	0.153096824827314	0	0	59.407738095238095	236.7376500104764	ALPP
KEGG_2021_Human	Tight junction	2/169	0.0187465499788547	0.153096824827314	0	0	10.313980734183806	41.01607693200061	CFTR;TJP2
KEGG_2021_Human	Retinol metabolism	1/68	0.0816674711385058	0.1905574326565136	0	0	12.380597014925373	31.014627471998192	UGT1A1
KEGG_2021_Human	Glycolysis / Gluconeogenesis	1/67	0.0805142527998034	0.1905574326565136	0	0	12.568813131313131	31.66487558090284	PKLR
KEGG_2021_Human	Basal cell carcinoma	1/63	0.0758874616960385	0.1905574326565136	0	0	13.38239247311828	34.506549888818924	DVL1
KEGG_2021_Human	Arachidonic acid metabolism	1/61	0.0735656929646674	0.1905574326565136	0	0	13.82986111111111	36.090080417128966	GGT1
KEGG_2021_Human	Steroid hormone biosynthesis	1/61	0.0735656929646674	0.1905574326565136	0	0	13.82986111111111	36.090080417128966	UGT1A1
KEGG_2021_Human	Notch signaling pathway	1/59	0.071238324931138	0.1905574326565136	0	0	14.308189655172416	37.79829278577611	DVL1
KEGG_2021_Human	Glutathione metabolism	1/57	0.0689053446517472	0.1905574326565136	0	0	14.820684523809524	39.64565023244249	GGT1
KEGG_2021_Human	Type II diabetes mellitus	1/46	0.0559730535406075	0.1905574326565136	0	0	18.453703703703702	53.19990358724921	PKLR
KEGG_2021_Human	Pyruvate metabolism	1/47	0.057155804891704	0.1905574326565136	0	0	18.05163043478261	51.66330275637264	PKLR
KEGG_2021_Human	Porphyrin and chlorophyll metabolism	1/43	0.0524162474254504	0.1905574326565136	0	0	19.77480158730159	58.30676717854421	UGT1A1
KEGG_2021_Human	Pentose and glucuronate interconversions	1/34	0.041668474974439	0.1905574326565136	0	0	25.17929292929293	80.0200555972378	UGT1A1
KEGG_2021_Human	Ascorbate and aldarate metabolism	1/30	0.0368542132262458	0.1905574326565136	0	0	28.658045977011493	94.59405781572389	UGT1A1
KEGG_2021_Human	Folate biosynthesis	1/26	0.0320167398038226	0.1905574326565136	0	0	33.25	114.42975510355669	ALPP
KEGG_2021_Human	Maturity onset diabetes of the young	1/26	0.0320167398038226	0.1905574326565136	0	0	33.25	114.42975510355669	PKLR
