Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	25/193	1.0793217725722002e-28	2.0830910210643464e-26	0	0	39.15079365079365	2521.156455622856	PIK3R1;HIF1A;RELA;IKBKB;MAPK8;CCND1;MYC;CASP3;AKT1;MAPK1;RAC1;IKBKG;MAP2K7;JUN;TRAF2;FOS;MAPK14;NFKB1;MTOR;TNFRSF1A;VEGFA;TRAF3;BAX;CTNNB1;TP53
KEGG_2021_Human	Epstein-Barr virus infection	25/202	3.520589046286681e-28	3.3973684296666475e-26	0	0	37.14312617702448	2347.956451550805	CD40;PIK3R1;TNF;RELA;IKBKB;MAPK8;CCND1;MYC;CASP3;AKT1;HES1;RIPK1;RAC1;IKBKG;MAP2K7;MAP3K7;JUN;TRAF2;MAPK14;NFKB1;TRAF3;TRAF6;BCL2;BAX;TP53
KEGG_2021_Human	TNF signaling pathway	21/112	1.0160452525329095e-27	5.91546182938214e-26	0	0	57.864654333008765	3596.5127598276144	JUN;TRAF2;PIK3R1;FOS;MAPK14;TNF;RELA;NFKB1;TNFRSF1A;IKBKB;MAPK8;TRAF3;CASP3;BCL3;AKT1;MAPK1;RIPK1;IKBKG;MAP2K7;MAP3K7;BIRC3
KEGG_2021_Human	Human immunodeficiency virus 1 infection	25/212	1.2260024516854176e-27	5.91546182938214e-26	0	0	35.13903743315508	2177.4269525353966	PIK3R1;TNF;RELA;IKBKB;MAPK8;CASP3;AKT1;PTK2B;MAPK1;RIPK1;RAC1;IKBKG;MAP2K7;MAP3K7;JUN;TRAF2;FOS;MAPK14;NFKB1;MTOR;TNFRSF1A;RPS6KB1;TRAF6;BCL2;BAX
KEGG_2021_Human	Lipid and atherosclerosis	25/215	1.760389226887169e-27	6.713914466699527e-26	0	0	34.578947368421055	2130.2105532374553	CD40;PIK3R1;TNF;RELA;IKBKB;MAPK8;CASP3;AKT1;MAPK1;RAC1;IKBKG;MAP2K7;MAP3K7;JUN;TRAF2;FOS;MAPK14;NFKB1;TNFRSF1A;TRAF3;TRAF6;BCL2;BAX;TP53;NFE2L2
KEGG_2021_Human	Pathways in cancer	33/531	2.087227295347003e-27	6.713914466699527e-26	0	0	19.189174608883295	1178.8670041334792	PIK3R1;HIF1A;RELA;IKBKB;SHH;MAPK8;CCND1;MYC;CASP3;ABL1;AKT1;MAPK1;HES1;RAC1;IKBKG;EGLN1;NTRK1;JUN;PTCH1;TRAF2;FOS;NFKB1;MTOR;VEGFA;RPS6KB1;TRAF3;TRAF6;BCL2;BAX;CTNNB1;TP53;BIRC3;NFE2L2
KEGG_2021_Human	Fluid shear stress and atherosclerosis	22/139	2.75700432918532e-27	7.60145479332524e-26	0	0	47.69077361385054	2916.560393299639	JUN;PRKAA2;PIK3R1;FOS;MAPK14;TNF;RELA;NFKB1;TNFRSF1A;VEGFA;IKBKB;MAPK8;BCL2;PECAM1;AKT1;CTNNB1;RAC1;IKBKG;MAP2K7;TP53;MAP3K7;NFE2L2
KEGG_2021_Human	Human cytomegalovirus infection	25/225	5.656105245099439e-27	1.3645353903802396e-25	0	0	32.833333333333336	1984.3502015035444	PIK3R1;TNF;RELA;IKBKB;CCND1;MYC;CASP3;AKT1;PTK2B;MAPK1;RIPK1;RAC1;IKBKG;TSC2;TSC1;TRAF2;MAPK14;NFKB1;MTOR;TNFRSF1A;VEGFA;RPS6KB1;BAX;CTNNB1;TP53
KEGG_2021_Human	Salmonella infection	25/249	7.498179650761042e-26	1.60794296955209e-24	0	0	29.279761904761905	1693.90895224186	TNF;RELA;IKBKB;TUBA1B;MAPK8;MYC;CASP3;AKT1;MAPK1;RIPK1;RAC1;IKBKG;MAP2K7;MAP3K7;JUN;TRAF2;FOS;MAPK14;NFKB1;TNFRSF1A;TRAF6;BCL2;BAX;CTNNB1;BIRC3
KEGG_2021_Human	Hepatitis B	22/162	9.537704062164092e-26	1.84077688399767e-24	0	0	39.80952380952381	2293.5046784323376	JUN;PIK3R1;FOS;MAPK14;TNF;RELA;NFKB1;IKBKB;MAPK8;TRAF3;MYC;TRAF6;CASP3;BCL2;BAX;AKT1;PTK2B;MAPK1;IKBKG;MAP2K7;TP53;MAP3K7
