gene_id	gene_symbol	count	tfidf	rank_tfidf
2245	FGD1	836	3.3931822556725155	1
998	CDC42	229	0.6301174334072829	2
89846	FGD3	137	0.6121932141151266	3
2688	GH1	97	0.21108966638618296	4
5058	PAK1	57	0.18421676697981254	5
8826	IQGAP1	45	0.16379249265037216	6
5923	RASGRF1	42	0.13676067708628975	7
203328	SUSD3	24	0.12212184890290781	8
152273	FGD5	24	0.1046347459460387	9
2099	ESR1	55	0.10258896441342769	10
3028	HSD17B10	26	0.10179831497121898	11
221472	FGD2	19	0.08389204741510521	12
10075	HUWE1	22	0.08283573551122123	13
5599	MAPK8	34	0.07106461604702313	14
8976	WASL	18	0.06488090870815999	15
100126325	MIR935	16	0.06196941925620055	16
2017	CTTN	18	0.060352694446795745	17
9181	ARHGEF2	18	0.05871939779446479	18
5205	ATP8B1	15	0.0565070486458288	19
6790	AURKA	19	0.055749826812883145	20
50855	PARD6A	14	0.054185395704379184	21
4288	MKI67	17	0.05403390190225294	22
6010	RHO	21	0.05070548949001295	23
23263	MCF2L	12	0.050474488344238545	24
250	ALPP	21	0.04968593254702282	25
23332	CLASP1	11	0.048520232597495785	26
10618	TGOLN2	12	0.04589873981211334	27
11129	CLASRP	10	0.04451339049017872	28
5111	PCNA	17	0.03998069425235547	29
4168	MCF2	9	0.035972726813699514	30
1277	COL1A1	13	0.03565133851551644	31
5781	PTPN11	12	0.03366864466357523	32
1351	COX8A	11	0.03172868924399216	33
632	BGLAP	12	0.02995705190369545	34
8945	BTRC	9	0.029911722285178636	35
1956	EGFR	17	0.0283051951733932	36
6390	SDHB	9	0.027723761595142844	37
9855	FARP2	5	0.022425816849469312	38
5879	RAC1	8	0.020948600566485145	39
23133	PHF8	5	0.020832133079945393	40
57104	PNPLA2	6	0.020675413613152255	41
373156	GSTK1	8	0.020292122701093786	42
51530	ZC3HC1	4	0.018642815483784797	43
860	RUNX2	7	0.018539174752025628	44
8243	SMC1A	5	0.017761004741532055	45
1431	CS	7	0.01748811292515797	46
1950	EGF	8	0.015551250378816764	47
125115	KRT40	3	0.014296891301430087	48
4254	KITLG	5	0.013201814999466193	49
23122	CLASP2	3	0.013070485925235348	50
4692	NDN	3	0.012187237315705774	51
3479	IGF1	6	0.012072388796980625	52
4204	MECP2	4	0.0120590594027662	53
6657	SOX2	5	0.012019918371252748	54
4296	MAP3K11	3	0.011538338623719878	55
56288	PARD3	3	0.011206502061553169	56
7409	VAV1	3	0.010361783217676775	57
6654	SOS1	3	0.009992947254906057	58
7454	WAS	3	0.00991342196643969	59
161835	FSIP1	2	0.009747738527259731	60
113201	CASC4	2	0.009565617106111498	61
7422	VEGFA	6	0.00953108303616622	62
27245	AHDC1	2	0.009475222731070734	63
10160	FARP1	2	0.009132147900885942	64
7043	TGFB3	3	0.009026364513457813	65
4609	MYC	5	0.008973879757863769	66
84504	NKX6-2	2	0.008808698812576713	67
121512	FGD4	2	0.008791440811898867	68
2261	FGFR3	3	0.008751864663872937	69
7092	TLL1	2	0.008725505593105224	70
4054	LTBP3	2	0.008634775064954766	71
6158	RPL28	2	0.008557216448782304	72
3486	IGFBP3	3	0.008345776077365115	73
8863	PER3	2	0.007426514543588569	74
64324	NSD1	2	0.007333612253549585	75
5602	MAPK10	2	0.0072457914563841454	76
2064	ERBB2	4	0.0071214238749195986	77
5341	PLEK	2	0.007026756969341984	78
106478911	CST12P	2	0.006569023062483075	79
3630	INS	5	0.006564621385733805	80
1432	MAPK14	3	0.006483566169672301	81
5601	MAPK9	2	0.006046343978043548	82
6774	STAT3	3	0.005982605148415123	83
9839	ZEB2	2	0.00597805091026959	84
8829	NRP1	2	0.005900584545188672	85
4914	NTRK1	2	0.005849305434581788	86
695	BTK	2	0.005776141490213888	87
5594	MAPK1	3	0.0053553706546746625	88
3481	IGF2	2	0.005303692532720443	89
4763	NF1	2	0.005199316978483558	90
51134	CEP83	1	0.0047286422844796845	91
55785	FGD6	1	0.004627519177815527	92
84612	PARD6B	1	0.0045273764111768006	93
9648	GCC2	1	0.004494358958113034	94
2352	FOLR3	1	0.004308479887418622	95
8036	SHOC2	1	0.0041021104861076905	96
200576	PIKFYVE	1	0.0037854936420472418	97
1300	COL10A1	1	0.003702413857777673	98
7031	TFF1	1	0.0034334777701472887	99
2597	GAPDH	2	0.0033677584758667893	100
