Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Thyroid hormone signaling pathway	3/121	0.0002284015768160852	0.008222456765379	0	0	29.703888334995018	249.04943511686457	NOTCH1;SIN3A;MYH6
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	2/77	0.0026575929845639	0.0294832599918534	0	0	29.488888888888887	174.87897393163863	GJA1;CDH2
KEGG_2021_Human	Cardiac muscle contraction	2/87	0.0033775636848334	0.0294832599918534	0	0	26.00653594771242	147.99280991824526	TNNI3;MYH6
KEGG_2021_Human	Hypertrophic cardiomyopathy	2/90	0.0036094335277519	0.0294832599918534	0	0	25.116161616161616	141.25842758872437	TNNI3;MYH6
KEGG_2021_Human	Dilated cardiomyopathy	2/96	0.0040948972210907	0.0294832599918534	0	0	23.505910165484632	129.23581519530129	TNNI3;MYH6
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	2/150	0.0097166464818749	0.0582998788912497	0	0	14.88888888888889	68.99384156820626	TNNI3;MYH6
KEGG_2021_Human	One carbon pool by folate	1/20	0.019820311238232	0.1019330292251936	0	0	55.29362880886426	216.80897525048425	MTHFR
KEGG_2021_Human	Cholesterol metabolism	1/50	0.0488525499820277	0.1909540514726969	0	0	21.40816326530612	64.63014669364038	LRP2
KEGG_2021_Human	Hedgehog signaling pathway	1/56	0.0545601179499192	0.1909540514726969	0	0	19.066985645933013	55.45541451142644	LRP2
KEGG_2021_Human	Notch signaling pathway	1/59	0.0574016861834188	0.1909540514726969	0	0	18.078039927404717	51.661282065881295	NOTCH1
KEGG_2021_Human	Viral myocarditis	1/60	0.058347071283324	0.1909540514726969	0	0	17.770740410347905	50.492824203227855	MYH6
KEGG_2021_Human	Renal cell carcinoma	1/69	0.0668150987603724	0.2004452962811173	0	0	15.411764705882351	41.70155664670343	ETS1
KEGG_2021_Human	Thyroid hormone synthesis	1/75	0.0724202061022377	0.2005482630523505	0	0	14.157894736842104	37.16829530659873	LRP2
KEGG_2021_Human	Gap junction	1/88	0.0844550840845328	0.2024088167784163	0	0	12.03448275862069	29.7436505826784	GJA1
KEGG_2021_Human	Th1 and Th2 cell differentiation	1/92	0.0881281800641533	0.2024088167784163	0	0	11.50318102949682	27.940800328399295	NOTCH1
KEGG_2021_Human	IL-17 signaling pathway	1/94	0.0899594741237405	0.2024088167784163	0	0	11.254668930390492	27.10569960599241	LCN2
KEGG_2021_Human	Pathways in cancer	2/531	0.0976512882114168	0.2067909632712356	0	0	4.085486242386053	9.504280846142684	NOTCH1;ETS1
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	1/219	0.1977320051501138	0.2454604201863482	0	0	4.771125060357315	7.733243102972645	ETS1
KEGG_2021_Human	cAMP signaling pathway	1/216	0.1952938762391887	0.2454604201863482	0	0	4.83843329253366	7.902370194053823	TNNI3
KEGG_2021_Human	Proteoglycans in cancer	1/205	0.1862937094122744	0.2454604201863482	0	0	5.102167182662539	8.573838716448728	FLNC
KEGG_2021_Human	Diabetic cardiomyopathy	1/203	0.1846470750790034	0.2454604201863482	0	0	5.153204794163627	8.705355125083043	TNNI3
KEGG_2021_Human	Epstein-Barr virus infection	1/202	0.1838225713143234	0.2454604201863482	0	0	5.17910447761194	8.772285712048289	SIN3A
KEGG_2021_Human	Focal adhesion	1/201	0.1829972755200808	0.2454604201863482	0	0	5.205263157894737	8.840015210340173	FLNC
KEGG_2021_Human	Signaling pathways regulating pluripotency of stem cells	1/143	0.1337499897609051	0.2454604201863482	0	0	7.3528539659006675	14.792346387731271	HAND1
KEGG_2021_Human	cGMP-PKG signaling pathway	1/167	0.1544607785277944	0.2454604201863482	0	0	6.282181357006976	11.733953045855854	MYH6
KEGG_2021_Human	Cellular senescence	1/156	0.1450274168619497	0.2454604201863482	0	0	6.731748726655348	12.997879039003212	ETS1
KEGG_2021_Human	Cell adhesion molecules	1/148	0.1381040836089422	0.2454604201863482	0	0	7.100966702470462	14.058122135286425	CDH2
KEGG_2021_Human	Breast cancer	1/147	0.1372349315735105	0.2454604201863482	0	0	7.149963950973324	14.200264502888531	NOTCH1
KEGG_2021_Human	Transcriptional misregulation in cancer	1/192	0.1755338529080929	0.2454604201863482	0	0	5.453017360154313	9.487832290769862	SIN3A
KEGG_2021_Human	Ras signaling pathway	1/232	0.2082163692749012	0.2498596431298814	0	0	4.499658236500342	7.0607624761468	ETS1
KEGG_2021_Human	Salmonella infection	1/249	0.2217304007386233	0.2574933685996916	0	0	4.187606112054329	6.307761966777845	FLNC
KEGG_2021_Human	Prion disease	1/273	0.2404364653827017	0.2704910235555395	0	0	3.8134674922600618	5.435332934511154	NOTCH1
KEGG_2021_Human	MicroRNAs in cancer	1/310	0.2684404297418134	0.2761101563058652	0	0	3.350536535513541	4.406378558844449	NOTCH1
KEGG_2021_Human	MAPK signaling pathway	1/294	0.2564531517383775	0.2761101563058652	0	0	3.5363750673612357	4.812331992773296	FLNC
KEGG_2021_Human	Huntington disease	1/306	0.2654609411363627	0.2761101563058652	0	0	3.395168248490078	4.5029694239166504	SIN3A
KEGG_2021_Human	Human papillomavirus infection	1/331	0.2838953129257227	0.2838953129257227	0	0	3.1339712918660285	3.946139091048744	NOTCH1
