Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	NOD-like receptor signaling pathway	33/181	3.072629713579392e-43	5.407828295899731e-41	0	0	65.73376361436063	6434.587750718345	RNF31;CXCL8;IFNA1;TNFAIP3;NOD2;NLRC4;MEFV;TNF;RELA;PYCARD;PSTPIP1;MAPK8;CASP8;IFI16;CASP1;RIPK1;NLRP1;IKBKG;GSDMD;RIPK2;CARD8;NEK7;IL18;NFKB1;NFKBIA;IL6;NLRP12;AIM2;STING1;IL1B;PKN1;NAIP;MYD88
KEGG_2021_Human	Cytosolic DNA-sensing pathway	16/63	1.3126406238564227e-23	1.1551237489936518e-21	0	0	80.4579533941236	4239.121684086925	IFNA1;TREX1;IL18;CGAS;RELA;NFKB1;PYCARD;NFKBIA;CXCL10;IL6;AIM2;STING1;IL1B;CASP1;RIPK1;IKBKG
KEGG_2021_Human	Shigellosis	23/246	4.4398008079231483e-23	2.604683140648247e-21	0	0	26.356706074194864	1356.549288869332	RNF31;CXCL8;IL1R1;RIPK2;SRC;IL18;CGAS;NLRC4;TNF;RELA;NFKB1;TNFRSF1A;PYCARD;NFKBIA;MAPK8;STING1;IL1B;PLCG2;CASP1;RIPK1;IKBKG;NAIP;MYD88
KEGG_2021_Human	Yersinia infection	19/137	1.724093655587125e-22	7.586012084583347e-21	0	0	39.32391713747646	1970.6068423076	IL10;CXCL8;SRC;IL18;NLRC4;MEFV;TNF;RELA;NFKB1;PYCARD;NFKBIA;IL6;MAPK8;CD8A;IL1B;CASP1;PKN1;IKBKG;MYD88
KEGG_2021_Human	NF-kappa B signaling pathway	17/104	1.7702797847365555e-21	6.231384842272676e-20	0	0	46.6446475557402	2228.828160455143	LYN;VCAM1;CXCL8;IL1R1;TNFAIP3;TNF;RELA;NFKB1;TNFRSF1A;NFKBIA;IL1B;PLCG2;TNFSF11;RIPK1;IKBKG;CARD14;MYD88
KEGG_2021_Human	TNF signaling pathway	17/112	6.710464004198579e-21	1.9684027745649164e-19	0	0	42.699429296131896	1983.4149154810036	VCAM1;CSF1;TNFAIP3;NOD2;TNFRSF1B;TNF;RELA;NFKB1;TNFRSF1A;NFKBIA;CXCL10;IL6;MAPK8;CASP8;IL1B;RIPK1;IKBKG
KEGG_2021_Human	Coronavirus disease	21/232	8.213695150519389e-21	2.0651576378448748e-19	0	0	24.80466734657148	1147.1782621789598	FGB;CXCL8;IFNA1;CGAS;TNF;RELA;NFKB1;TNFRSF1A;NFKBIA;IFIH1;CXCL10;IL6;ADAM17;MAPK8;STING1;IL1B;PLCG2;CASP1;IKBKG;IL6ST;MYD88
KEGG_2021_Human	Influenza A	19/172	1.4968406973172466e-20	2.985990642967194e-19	0	0	30.27459049463407	1381.9849569224618	CXCL8;IFNA1;IL18;TNF;RELA;NFKB1;TNFRSF1A;PYCARD;NFKBIA;IFIH1;CXCL10;IL1A;IL6;CASP8;IFNG;IL1B;CASP1;IKBKG;MYD88
KEGG_2021_Human	Legionellosis	14/57	1.526927033335497e-20	2.985990642967194e-19	0	0	75.17522985397513	3430.1288121210646	CXCL8;IL18;NLRC4;TNF;RELA;NFKB1;PYCARD;NFKBIA;IL6;CASP8;IL1B;CASP1;NAIP;MYD88
KEGG_2021_Human	Salmonella infection	21/249	3.629205677938631e-20	6.387401993171991e-19	0	0	22.93537641572285	1026.6490999681057	GSDMD;CXCL8;RIPK2;IL18;NLRC4;TNF;RELA;NFKB1;TNFRSF1A;PYCARD;NFKBIA;IL6;MAPK8;CASP8;IL1B;CASP1;RIPK1;PKN1;IKBKG;NAIP;MYD88
