Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Gastric acid secretion	4/76	3.9726766959024785e-08	1.7179687373047626e-06	0	0	184.42592592592592	3142.8465850168946	CA2;KCNQ1;CALM1;KCNJ2
KEGG_2021_Human	Calcium signaling pathway	5/240	5.7265624576825424e-08	1.7179687373047626e-06	0	0	84.06382978723404	1401.8118841094608	RYR1;RYR2;CASQ2;CALM1;TRDN
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	4/150	6.162911684772909e-07	1.0271524831090592e-05	0	0	90.61187214611871	1295.7086618976653	RYR2;KCNQ1;SCN5A;CALM1
KEGG_2021_Human	Oxytocin signaling pathway	4/154	6.847683220727061e-07	1.0271524831090592e-05	0	0	88.17777777777778	1251.6117146372976	RYR1;RYR2;CALM1;KCNJ2
KEGG_2021_Human	Cardiac muscle contraction	3/87	9.332052855972975e-06	0.00011198463427167573	0	0	101.56122448979592	1176.2877427382282	RYR2;CASQ2;TRDN
KEGG_2021_Human	Circadian entrainment	3/97	1.294690780331064e-05	0.00012906352711344302	0	0	90.7112462006079	1020.9236516163533	RYR1;RYR2;CALM1
KEGG_2021_Human	Pancreatic secretion	3/102	1.5057411496568352e-05	0.00012906352711344302	0	0	86.10822510822511	956.11475242349	RYR2;CA2;KCNQ1
KEGG_2021_Human	Apelin signaling pathway	3/137	3.6427073387120595e-05	0.00027320305040340445	0	0	63.505330490405115	649.037069792638	RYR1;RYR2;CALM1
KEGG_2021_Human	Renin secretion	2/69	0.0005185109646488796	0.0034567397643258	0	0	74.33955223880596	562.3452140692101	CALM1;KCNJ2
KEGG_2021_Human	Cholinergic synapse	2/113	0.0013822943268056	0.0076936361279467	0	0	44.77252252252252	294.7827630862282	KCNQ1;KCNJ2
KEGG_2021_Human	Pathways of neurodegeneration	3/475	0.0014104999567902	0.0076936361279467	0	0	17.72215496368039	116.3248767249699	RYR1;RYR2;CALM1
KEGG_2021_Human	cAMP signaling pathway	2/216	0.0049346987226642	0.0246734936133212	0	0	23.102803738317757	122.70970243239832	RYR2;CALM1
KEGG_2021_Human	Prion disease	2/273	0.0077712768875324	0.0358674317886115	0	0	18.190959409594097	88.35932537600738	RYR1;RYR2
KEGG_2021_Human	Nitrogen metabolism	1/17	0.0084693662805775	0.0362972840596182	0	0	138.70833333333334	661.8190142974174	CA2
KEGG_2021_Human	Proximal tubule bicarbonate reclamation	1/23	0.0114431199495764	0.0457724797983056	0	0	100.84848484848484	450.8296990682604	CA2
KEGG_2021_Human	Collecting duct acid secretion	1/27	0.0134211618656948	0.0491121725758159	0	0	85.31623931623932	367.79170199807675	CA2
KEGG_2021_Human	Phototransduction	1/28	0.0139151155631478	0.0491121725758159	0	0	82.1522633744856	351.18281785053944	CALM1
KEGG_2021_Human	Vibrio cholerae infection	1/50	0.024725948817258	0.0824198293908601	0	0	45.21768707482993	167.3010120823387	KCNQ1
KEGG_2021_Human	C-type lectin receptor signaling pathway	1/104	0.0508108479280287	0.0846847465467145	0	0	21.45307443365696	63.922554665894864	CALM1
KEGG_2021_Human	Protein digestion and absorption	1/103	0.0503335577922038	0.0846847465467145	0	0	21.664488017429193	64.75695871628933	KCNQ1
KEGG_2021_Human	Melanogenesis	1/101	0.0493783294859182	0.0846847465467145	0	0	22.1	66.48218412151981	CALM1
KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	1/98	0.047943865635835	0.0846847465467145	0	0	22.786941580756015	69.220448859451	CALM1
KEGG_2021_Human	Aldosterone synthesis and secretion	1/98	0.047943865635835	0.0846847465467145	0	0	22.786941580756015	69.220448859451	CALM1
KEGG_2021_Human	Phosphatidylinositol signaling system	1/97	0.0474652783026245	0.0846847465467145	0	0	23.02546296296296	70.17601174086535	CALM1
KEGG_2021_Human	GnRH signaling pathway	1/93	0.0455487630468527	0.0846847465467145	0	0	24.031400966183575	74.2323201774775	CALM1
KEGG_2021_Human	Salivary secretion	1/93	0.0455487630468527	0.0846847465467145	0	0	24.031400966183575	74.2323201774775	CALM1
KEGG_2021_Human	Dilated cardiomyopathy	1/96	0.0469864744639164	0.0846847465467145	0	0	23.269005847953217	71.15418818005004	RYR2
KEGG_2021_Human	Hypertrophic cardiomyopathy	1/90	0.0441090999770031	0.0846847465467145	0	0	24.845193508114857	77.54406436315156	RYR2
KEGG_2021_Human	Insulin secretion	1/86	0.0421865092184754	0.0846847465467145	0	0	26.019607843137255	82.36909635390154	RYR2
KEGG_2021_Human	Bile secretion	1/90	0.0441090999770031	0.0846847465467145	0	0	24.845193508114857	77.54406436315156	CA2
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	1/77	0.0378479500125182	0.0846847465467145	0	0	29.114035087719294	95.32454660857232	RYR2
KEGG_2021_Human	Pertussis	1/76	0.0373647978046119	0.0846847465467145	0	0	29.503703703703703	96.97944863399395	CALM1
KEGG_2021_Human	Glioma	1/75	0.0368814272661001	0.0846847465467145	0	0	29.903903903903903	98.68429377205668	CALM1
KEGG_2021_Human	Amphetamine addiction	1/69	0.033976614095502	0.0846847465467145	0	0	32.552287581699346	110.09453231300331	CALM1
KEGG_2021_Human	Long-term potentiation	1/67	0.0330065923938031	0.0846847465467145	0	0	33.54208754208754	114.4136695514984	CALM1
KEGG_2021_Human	Long-term depression	1/60	0.0296046094730556	0.0846847465467145	0	0	37.53483992467043	132.1160756075347	RYR1
KEGG_2021_Human	Glucagon signaling pathway	1/107	0.0522414233078482	0.0847158215802945	0	0	20.842767295597483	61.52533852087739	CALM1
KEGG_2021_Human	Neurotrophin signaling pathway	1/119	0.0579443409196367	0.0914910646099527	0	0	18.71186440677966	53.29648635296648	CALM1
KEGG_2021_Human	Estrogen signaling pathway	1/137	0.0664408221450691	0.0918826438004014	0	0	16.220588235294116	43.98121048429159	CALM1
KEGG_2021_Human	Insulin signaling pathway	1/137	0.0664408221450691	0.0918826438004014	0	0	16.220588235294116	43.98121048429159	CALM1
KEGG_2021_Human	Fluid shear stress and atherosclerosis	1/139	0.0673806054536277	0.0918826438004014	0	0	15.98389694041868	43.114932524579174	CALM1
KEGG_2021_Human	Dopaminergic synapse	1/132	0.064087634006374	0.0918826438004014	0	0	16.843935538592028	46.27877775631816	CALM1
KEGG_2021_Human	Oocyte meiosis	1/129	0.0626731600524217	0.0918826438004014	0	0	17.241319444444443	47.75538577401706	CALM1
KEGG_2021_Human	Vascular smooth muscle contraction	1/133	0.0645586982519235	0.0918826438004014	0	0	16.715488215488215	45.803453495550436	CALM1
KEGG_2021_Human	Spinocerebellar ataxia	1/143	0.0692576181978487	0.0923434909304649	0	0	15.530516431924882	41.46526951018726	RYR1
