Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	IL-17 signaling pathway	8/94	1.0967179838957275e-14	1.1405867032515565e-12	371.25581395348837	-535.5645957935809	IKBKG;IL1B;MAP3K7;NFKB1;NFKBIA;TNF;TNFAIP3;TRAF6
KEGG_2021_Human	NF-kappa B signaling pathway	8/104	2.532090777252779e-14	1.316687204171445e-12	332.1666666666667	-508.6816487300647	IKBKG;IL1B;MAP3K7;NFKB1;NFKBIA;TNF;TNFAIP3;TRAF6
KEGG_2021_Human	Shigellosis	9/246	1.8996888264076206e-13	6.585587931546418e-12	297.37974683544303	-368.6506154840441	IKBKG;IL1B;MAP3K7;NFKB1;NFKBIA;TNF;TRAF6;UBE2N;UBE2V1
KEGG_2021_Human	NOD-like receptor signaling pathway	8/181	2.359798288003857e-12	6.135475548810028e-11	182.54335260115607	-382.38754750207437	IKBKG;IL1B;MAP3K7;NFKB1;NFKBIA;TNF;TNFAIP3;TRAF6
KEGG_2021_Human	Toll-like receptor signaling pathway	7/104	5.559862940056923e-12	1.15645149153184e-10	191.7422680412371	-443.0178139513241	IKBKG;IL1B;MAP3K7;NFKB1;NFKBIA;TNF;TRAF6
KEGG_2021_Human	TNF signaling pathway	7/112	9.456753392875718e-12	1.6391705880984579e-10	176.95555555555555	-425.82830401177193	IKBKG;IL1B;MAP3K7;NFKB1;NFKBIA;TNF;TNFAIP3
KEGG_2021_Human	Osteoclast differentiation	7/127	2.321028491021954e-11	3.4483851866611894e-10	154.54444444444445	-397.1247528146288	IKBKG;IL1B;MAP3K7;NFKB1;NFKBIA;TNF;TRAF6
KEGG_2021_Human	Yersinia infection	7/137	3.981875547982799e-11	5.100828297016575e-10	142.47692307692307	-379.7885146827482	IKBKG;IL1B;MAP3K7;NFKB1;NFKBIA;TNF;TRAF6
KEGG_2021_Human	Measles	7/139	4.414178333956651e-11	5.100828297016575e-10	140.2828282828283	-376.4512566835129	IKBKG;IL1B;MAP3K7;NFKB1;NFKBIA;TNFAIP3;TRAF6
KEGG_2021_Human	RIG-I-like receptor signaling pathway	6/70	6.955773837012276e-11	7.234004790492766e-10	187.59375	-454.1597971322604	IKBKG;MAP3K7;NFKB1;NFKBIA;TNF;TRAF6
