Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Pathogenic Escherichia coli infection	2/197	0.0234094024256627	0.2106846218309643	10.093589743589744	-13.525208778126117	CTTN;TUBA1B
KEGG_2021_Human	Tight junction	2/169	0.01753509480713479	0.2106846218309643	11.827844311377245	-16.008452091357693	CTTN;TUBA1B
KEGG_2021_Human	Viral carcinogenesis	1/203	0.22481613944093093	0.3457920920325708	4.326732673267327	-2.2588473265567357	HDAC6
KEGG_2021_Human	Neutrophil extracellular trap formation	1/189	0.21091631211370437	0.3457920920325708	4.657210401891253	-2.4954112144854435	HDAC6
KEGG_2021_Human	Amyotrophic lateral sclerosis	2/364	0.07172754804182349	0.3457920920325708	5.321823204419889	-6.226988268408014	HDAC6;TUBA1B
KEGG_2021_Human	Apoptosis	1/142	0.16259648475288416	0.3457920920325708	6.2466509062253746	-3.6047270952512624	TUBA1B
KEGG_2021_Human	Bacterial invasion of epithelial cells	1/77	0.09138288226635771	0.3457920920325708	11.68421052631579	-7.04872976578505	CTTN
KEGG_2021_Human	Gap junction	1/88	0.10380474953181053	0.3457920920325708	10.192848020434228	-6.152535327455873	TUBA1B
KEGG_2021_Human	Phagosome	1/152	0.17309473207732412	0.3457920920325708	5.82560706401766	-3.3156870475343334	TUBA1B
KEGG_2021_Human	Proteoglycans in cancer	1/205	0.22678373523038298	0.3457920920325708	4.283224400871459	-2.2275706216550177	CTTN
KEGG_2021_Human	Salmonella infection	1/249	0.2689494049142217	0.3457920920325708	3.503584229390681	-1.6629804039719844	TUBA1B
KEGG_2021_Human	Shigellosis	1/246	0.26614163456811335	0.3457920920325708	3.547845804988662	-1.6951894904190261	CTTN
KEGG_2021_Human	Alcoholism	1/186	0.20790875456503763	0.3457920920325708	4.734534534534535	-2.5504914662503393	HDAC6
KEGG_2021_Human	Parkinson disease	1/249	0.2689494049142217	0.3457920920325708	3.503584229390681	-1.6629804039719844	TUBA1B
KEGG_2021_Human	Prion disease	1/273	0.2910658516731848	0.34927902200782174	3.184640522875817	-1.4307154955453085	TUBA1B
KEGG_2021_Human	Huntington disease	1/306	0.32049274018188956	0.3605543327046258	2.8280510018214935	-1.1715156192121785	TUBA1B
KEGG_2021_Human	Alzheimer disease	1/369	0.3736370340305108	0.3956156830911291	2.32487922705314	-0.8103995559567543	TUBA1B
KEGG_2021_Human	Pathways of neurodegeneration	1/475	0.45466905008847364	0.45466905008847364	1.7801218940459447	-0.4367315309409891	TUBA1B
