Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	3/77	9.524734696085732e-05	0.0009187318435578002	46.2972972972973	-87.57744084010389	DAG1;DMD;LMNA
KEGG_2021_Human	Dilated cardiomyopathy	3/96	0.00018374636871156005	0.0009187318435578002	36.75115207373272	-72.3633636571175	DAG1;DMD;LMNA
KEGG_2021_Human	Hypertrophic cardiomyopathy	3/90	0.0001516751254259338	0.0009187318435578002	39.31527093596059	-76.57130704398227	DAG1;DMD;LMNA
KEGG_2021_Human	Viral myocarditis	2/60	0.0023497251222600107	0.00881146920847504	34.525862068965516	-42.95708800176444	DAG1;DMD
KEGG_2021_Human	Mannose type O-glycan biosynthesis	1/23	0.028125816737661832	0.0843774502129855	40.63636363636363	-20.601670877696893	FKTN
KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism	1/48	0.05788809587819119	0.14472023969547795	18.962174940898347	-11.032973182262484	GNE
KEGG_2021_Human	Bacterial invasion of epithelial cells	1/77	0.09138288226635771	0.19463390537214476	11.68421052631579	-7.04872976578505	CAV3
KEGG_2021_Human	ECM-receptor interaction	1/88	0.10380474953181053	0.19463390537214476	10.192848020434228	-6.152535327455873	DAG1
KEGG_2021_Human	Apoptosis	1/142	0.16259648475288416	0.24389472712932625	6.2466509062253746	-3.6047270952512624	LMNA
KEGG_2021_Human	Fluid shear stress and atherosclerosis	1/139	0.15942370386618251	0.24389472712932625	6.384863123993559	-3.698840756963446	CAV3
KEGG_2021_Human	Focal adhesion	1/201	0.22284403856827387	0.2616735406504419	4.371111111111111	-2.2907190203417165	CAV3
KEGG_2021_Human	Proteoglycans in cancer	1/205	0.22678373523038298	0.2616735406504419	4.283224400871459	-2.2275706216550177	CAV3
KEGG_2021_Human	Transcriptional misregulation in cancer	1/192	0.21391358807496763	0.2616735406504419	4.5823152995927865	-2.441961042053517	PAX7
KEGG_2021_Human	Endocytosis	1/252	0.27174750318495006	0.2910658516731848	3.4603806994245243	-1.6315316807371463	CAV3
KEGG_2021_Human	Prion disease	1/273	0.2910658516731848	0.2910658516731848	3.184640522875817	-1.4307154955453085	CAV3
