Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Central carbon metabolism in cancer	3/70	7.160249860764975e-05	0.002076472459621843	51.17910447761194	-94.92366080084827	FGFR1;FGFR2;FGFR3
KEGG_2021_Human	Signaling pathways regulating pluripotency of stem cells	3/143	0.0005950854077497673	0.005964734264068249	24.26938775510204	-50.30529409222555	FGFR1;FGFR2;FGFR3
KEGG_2021_Human	PI3K-Akt signaling pathway	4/354	0.0006170414755932672	0.005964734264068249	14.700952380952382	-40.688114366493096	FGFR1;FGFR2;FGFR3;GH1
KEGG_2021_Human	Regulation of actin cytoskeleton	3/218	0.002021695627261211	0.00965048639486399	15.653820598006645	-33.071130509937596	FGFR1;FGFR2;FGFR3
KEGG_2021_Human	Calcium signaling pathway	3/240	0.002662203143410756	0.00965048639486399	14.160940325497288	-29.862034348996023	FGFR1;FGFR2;FGFR3
KEGG_2021_Human	Ras signaling pathway	3/232	0.0024164136009215383	0.00965048639486399	14.670617592014972	-30.966105875434415	FGFR1;FGFR2;FGFR3
KEGG_2021_Human	Rap1 signaling pathway	3/210	0.001815768220475436	0.00965048639486399	16.27536231884058	-34.3854987417392	FGFR1;FGFR2;FGFR3
KEGG_2021_Human	Proteoglycans in cancer	3/205	0.0016941022902244062	0.00965048639486399	16.68882602545969	-35.25303962280841	FGFR1;IHH;TWIST1
KEGG_2021_Human	MAPK signaling pathway	3/294	0.0047334851717591615	0.015252341109001743	11.45360824742268	-23.841254126382374	FGFR1;FGFR2;FGFR3
KEGG_2021_Human	Prostate cancer	2/97	0.006031622120792857	0.017491704150299284	20.981578947368423	-27.909669646620806	FGFR1;FGFR2
KEGG_2021_Human	Parathyroid hormone synthesis, secretion and action	2/106	0.0071664154144845515	0.01889327700182291	19.14423076923077	-25.65956234303792	FGFR1;RUNX2
KEGG_2021_Human	Pathways in cancer	3/531	0.02393281759639253	0.05783764252461528	6.12012987012987	-11.164029011261546	FGFR1;FGFR2;FGFR3
KEGG_2021_Human	Endocytosis	2/252	0.036977605273484586	0.08248850407161946	7.818	-10.130623353400585	FGFR2;FGFR3
KEGG_2021_Human	Bladder cancer	1/41	0.04963848036556211	0.1028225664715215	22.3	-12.692261742471414	FGFR3
KEGG_2021_Human	Hedgehog signaling pathway	1/56	0.06723726744113623	0.1299920503861967	16.187878787878788	-9.580691348846925	IHH
KEGG_2021_Human	Adherens junction	1/71	0.08454220466511847	0.14616942756339393	12.695238095238095	-7.638591016595616	FGFR1
KEGG_2021_Human	Melanoma	1/72	0.0856855265026792	0.14616942756339393	12.514866979655713	-7.534346814915346	FGFR1
KEGG_2021_Human	Growth hormone synthesis, secretion and action	1/119	0.13799386385009413	0.22232344731404052	7.4858757062146895	-4.435243302362896	GH1
KEGG_2021_Human	Gastric cancer	1/149	0.16995776547310146	0.2464387599359971	5.945945945945946	-3.3986573195730956	FGFR2
KEGG_2021_Human	Breast cancer	1/147	0.16786050842791683	0.2464387599359971	6.0289193302891935	-3.455697502915966	FGFR1
KEGG_2021_Human	JAK-STAT signaling pathway	1/162	0.18347437883820783	0.25336938030038225	5.456866804692892	-3.0596637281364782	GH1
KEGG_2021_Human	Axon guidance	1/182	0.2038826300760579	0.26875437600934904	4.841620626151013	-2.6265948500338347	EFNB1
KEGG_2021_Human	Transcriptional misregulation in cancer	1/192	0.21391358807496763	0.26971713279017656	4.5823152995927865	-2.441961042053517	RUNX2
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	1/219	0.24043153000367978	0.27890057480426855	4.001019367991845	-2.0240281738454993	MSX2
KEGG_2021_Human	cAMP signaling pathway	1/216	0.23752539179620868	0.27890057480426855	4.058397932816537	-2.065502377074288	SOX9
KEGG_2021_Human	Thermogenesis	1/232	0.25290994493508406	0.282091861658363	3.7696007696007694	-1.8563524399324505	FGFR1
KEGG_2021_Human	Cytokine-cytokine receptor interaction	1/295	0.310808292768788	0.3338311292701797	2.9380196523053668	-1.2513063817932166	GH1
KEGG_2021_Human	MicroRNAs in cancer	1/310	0.3239838755949599	0.3355547282947799	2.7900035958288387	-1.143955577607994	FGFR3
KEGG_2021_Human	Neuroactive ligand-receptor interaction	1/341	0.3504975915199974	0.3504975915199974	2.5254901960784313	-0.9533164047874388	GH1
