Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	African trypanosomiasis	4/37	7.670863423639076e-08	5.906564836202088e-06	162.32323232323233	-303.53856217965773	IDO1;IFNG;IL1B;IL6
KEGG_2021_Human	Cytosolic DNA-sensing pathway	4/63	6.811887802918996e-07	2.6225768041238132e-05	90.49717514124293	-200.30830604753126	CGAS;IL1B;IL6;STING1
KEGG_2021_Human	Hematopoietic cell lineage	4/99	4.2131304291399016e-06	0.00010813701434792415	55.95087719298245	-138.0145897139532	CD4;CD8A;IL1B;IL6
KEGG_2021_Human	Th17 cell differentiation	4/107	5.748185919763435e-06	0.00011065257895544611	51.55339805825243	-129.15697540979687	CD4;IFNG;IL1B;IL6
KEGG_2021_Human	Yersinia infection	4/137	1.5363738345825308e-05	0.00016900112180407838	39.774436090225564	-104.03256013781805	CD4;CD8A;IL1B;IL6
KEGG_2021_Human	Graft-versus-host disease	3/42	1.5293149491516165e-05	0.00016900112180407838	88.23076923076923	-143.80928698800247	IFNG;IL1B;IL6
KEGG_2021_Human	Cytokine-cytokine receptor interaction	5/295	1.3609445164786277e-05	0.00016900112180407838	26.820689655172412	-87.5981964107033	CD4;IFNG;IL1B;IL6;LEP
KEGG_2021_Human	Malaria	3/50	2.5974439121209737e-05	0.0002500039765416437	73.13981762917933	-125.1475077148889	IFNG;IL1B;IL6
KEGG_2021_Human	Inflammatory bowel disease	3/65	5.7322256772471596e-05	0.0004904237523867015	55.34101382488479	-100.98537671170521	IFNG;IL1B;IL6
KEGG_2021_Human	Human cytomegalovirus infection	4/225	0.00010785574304042276	0.0007549902012829594	23.671191553544496	-65.36509727839072	CGAS;IL1B;IL6;STING1
KEGG_2021_Human	Antigen processing and presentation	3/78	9.899257420546415e-05	0.0007549902012829594	45.674285714285716	-86.62026988813746	CD4;CD8A;IFNG
KEGG_2021_Human	Coronavirus disease	4/232	0.00012150057084905025	0.0007796286629480725	22.923976608187136	-63.412309433922275	CGAS;IL1B;IL6;STING1
KEGG_2021_Human	Herpes simplex virus 1 infection	5/498	0.00016972194719545373	0.0008860575518028686	15.365111561866126	-50.06173980977876	CGAS;IFNG;IL1B;IL6;STING1
KEGG_2021_Human	Rheumatoid arthritis	3/93	0.00016720908178540931	0.0008860575518028686	37.99047619047619	-74.4091590745228	IFNG;IL1B;IL6
KEGG_2021_Human	IL-17 signaling pathway	3/94	0.00017260861398757182	0.0008860575518028686	37.56828885400314	-73.71479219141467	IFNG;IL1B;IL6
KEGG_2021_Human	Amoebiasis	3/102	0.00021994493140062025	0.0009962211598733975	34.497835497835496	-68.58379435140506	IFNG;IL1B;IL6
KEGG_2021_Human	Chagas disease	3/102	0.00021994493140062025	0.0009962211598733975	34.497835497835496	-68.58379435140506	IFNG;IL1B;IL6
KEGG_2021_Human	T cell receptor signaling pathway	3/104	0.0002329673917108638	0.000996582731207584	33.806223479490804	-67.40758155759835	CD4;CD8A;IFNG
KEGG_2021_Human	Non-alcoholic fatty liver disease	3/155	0.0007531180482518497	0.003052109985020654	22.31954887218045	-46.57552582678881	IL1B;IL6;LEP
KEGG_2021_Human	JAK-STAT signaling pathway	3/162	0.000856615716023289	0.0032979705066896628	21.318059299191376	-44.62403509135876	IFNG;IL6;LEP
KEGG_2021_Human	Primary immunodeficiency	2/38	0.0009469209383415865	0.003472043440585817	55.77777777777778	-62.87407127134141	CD4;CD8A
KEGG_2021_Human	Influenza A	3/172	0.001019644326496313	0.0035687551427370954	20.0312764158918	-42.078889135072146	IFNG;IL1B;IL6
KEGG_2021_Human	NOD-like receptor signaling pathway	3/181	0.0011822602400977265	0.0037338927039379456	18.996789727126806	-40.00053498134924	IL1B;IL6;STING1
KEGG_2021_Human	Tuberculosis	3/180	0.0011634285381276748	0.0037338927039379456	19.106537530266344	-40.222430877266724	IFNG;IL1B;IL6
KEGG_2021_Human	Type I diabetes mellitus	2/43	0.0012123028259538784	0.0037338927039379456	48.94512195121951	-56.84526782917664	IFNG;IL1B
KEGG_2021_Human	Human immunodeficiency virus 1 infection	3/212	0.0018659404176712966	0.005526054313872686	16.115516062884485	-34.04865723073064	CD4;CGAS;STING1
KEGG_2021_Human	Legionellosis	2/57	0.0021229405609363423	0.006054311970077717	36.42272727272727	-44.890022889750604	IL1B;IL6
KEGG_2021_Human	Shigellosis	3/246	0.002856466854245349	0.007855283849174709	13.800705467372135	-29.076248648200146	CGAS;IL1B;STING1
KEGG_2021_Human	Leishmaniasis	2/77	0.0038409427449733026	0.009858419712098143	26.643333333333334	-34.49723066158141	IFNG;IL1B
KEGG_2021_Human	Pertussis	2/76	0.0037436519554145367	0.009858419712098143	27.006756756756758	-34.90410589940028	IL1B;IL6
KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	2/89	0.005099890907028776	0.012667470962619862	22.933908045977013	-30.23706529396038	CD4;IFNG
KEGG_2021_Human	Th1 and Th2 cell differentiation	2/92	0.005440715912052039	0.01309172266337522	22.16111111111111	-29.32328202848766	CD4;IFNG
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	2/100	0.006399778215208473	0.014932815835486437	20.331632653061224	-27.120602948412195	IL1B;IL6
KEGG_2021_Human	Toll-like receptor signaling pathway	2/104	0.006906399428166279	0.015194078741965815	19.524509803921568	-26.130280011490946	IL1B;IL6
KEGG_2021_Human	C-type lectin receptor signaling pathway	2/104	0.006906399428166279	0.015194078741965815	19.524509803921568	-26.130280011490946	IL1B;IL6
KEGG_2021_Human	HIF-1 signaling pathway	2/109	0.007564767477927373	0.016180197105566882	18.600467289719628	-24.98176436194636	IFNG;IL6
