Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Hematopoietic cell lineage	5/99	5.996272195397143e-08	2.5184343220668e-06	84.82978723404256	-233.2293906932695	CD4;CD8A;GP1BA;ITGA2B;THPO
KEGG_2021_Human	Cytokine-cytokine receptor interaction	5/295	1.3609445164786277e-05	0.00028579834846051183	26.820689655172412	-87.5981964107033	CD4;MPL;THPO;TNFSF10;TNFSF13B
KEGG_2021_Human	Primary immunodeficiency	2/38	0.0009469209383415865	0.013256893136782211	55.77777777777778	-62.87407127134141	CD4;CD8A
KEGG_2021_Human	Antigen processing and presentation	2/78	0.003939415117888246	0.04136385873782659	26.289473684210527	-34.099339569929285	CD4;CD8A
KEGG_2021_Human	ECM-receptor interaction	2/88	0.0049885835861889025	0.041904102123986785	23.203488372093023	-30.553595052356073	GP1BA;ITGA2B
KEGG_2021_Human	T cell receptor signaling pathway	2/104	0.006906399428166279	0.04834479599716396	19.524509803921568	-26.130280011490946	CD4;CD8A
KEGG_2021_Human	Platelet activation	2/124	0.009704304916610982	0.05822582949966589	16.2827868852459	-22.027132854342252	GP1BA;ITGA2B
KEGG_2021_Human	Yersinia infection	2/137	0.011753397776716717	0.06170533832776277	14.690740740740742	-19.931093924152265	CD4;CD8A
KEGG_2021_Human	Cell adhesion molecules	2/148	0.0136245920729854	0.06358142967393188	13.565068493150685	-18.413416454449223	CD4;CD8A
KEGG_2021_Human	JAK-STAT signaling pathway	2/162	0.016183180370760934	0.06796935755719592	12.35625	-16.748364182562245	MPL;THPO
KEGG_2021_Human	Neutrophil extracellular trap formation	2/189	0.02165639204960556	0.08268804237122122	10.536096256684491	-14.167050995225416	GP1BA;ITGA2B
KEGG_2021_Human	Tyrosine metabolism	1/36	0.043706154548296745	0.1529715409190386	25.501587301587303	-14.206754592243437	TPO
KEGG_2021_Human	Intestinal immune network for IgA production	1/48	0.05788809587819119	0.1870230789910792	18.962174940898347	-11.032973182262484	TNFSF13B
KEGG_2021_Human	Autoimmune thyroid disease	1/53	0.06374115884515756	0.1912234765354727	17.128205128205128	-10.081098986019231	TPO
KEGG_2021_Human	Viral protein interaction with cytokine and cytokine receptor	1/100	0.11718138394436346	0.20983397235378262	8.94388327721661	-5.375723879218761	TNFSF10
KEGG_2021_Human	Hypertrophic cardiomyopathy	1/90	0.10604677818396174	0.20983397235378262	9.961298377028713	-6.010407578745034	ITGA2B
KEGG_2021_Human	NF-kappa B signaling pathway	1/104	0.12160016340314761	0.20983397235378262	8.592233009708737	-5.152341092635986	TNFSF13B
KEGG_2021_Human	Dilated cardiomyopathy	1/96	0.11274260878642009	0.20983397235378262	9.32514619883041	-5.615549699272252	ITGA2B
KEGG_2021_Human	Rheumatoid arthritis	1/93	0.1094003568916107	0.20983397235378262	9.632850241545894	-5.8073541800756905	TNFSF13B
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	1/77	0.09138288226635771	0.20983397235378262	11.68421052631579	-7.04872976578505	ITGA2B
KEGG_2021_Human	Th1 and Th2 cell differentiation	1/92	0.10828375753966943	0.20983397235378262	9.739926739926739	-5.8737398650795125	CD4
KEGG_2021_Human	Th17 cell differentiation	1/107	0.1249011740201087	0.20983397235378262	8.345911949685535	-4.994589105830365	CD4
KEGG_2021_Human	Thyroid hormone synthesis	1/75	0.0891077855134448	0.20983397235378262	12.003003003003004	-7.236197160831004	TPO
KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	1/89	0.10492639565254669	0.20983397235378262	10.075757575757576	-6.080768259179883	CD4
KEGG_2021_Human	Small cell lung cancer	1/92	0.10828375753966943	0.20983397235378262	9.739926739926739	-5.8737398650795125	ITGA2B
KEGG_2021_Human	FoxO signaling pathway	1/131	0.1509099928727911	0.23474887780211948	6.7846153846153845	-3.968927686510734	TNFSF10
KEGG_2021_Human	Natural killer cell mediated cytotoxicity	1/131	0.1509099928727911	0.23474887780211948	6.7846153846153845	-3.968927686510734	TNFSF10
KEGG_2021_Human	Apoptosis	1/142	0.16259648475288416	0.2354845641248667	6.2466509062253746	-3.6047270952512624	TNFSF10
KEGG_2021_Human	Fluid shear stress and atherosclerosis	1/139	0.15942370386618251	0.2354845641248667	6.384863123993559	-3.698840756963446	ITGA2B
KEGG_2021_Human	Necroptosis	1/159	0.18037286671285227	0.2525220133979932	5.562587904360056	-3.1333425612983894	TNFSF10
KEGG_2021_Human	Influenza A	1/172	0.1937366175133076	0.2624818688889974	5.131254061078622	-2.8313674486945275	TNFSF10
KEGG_2021_Human	Lipid and atherosclerosis	1/215	0.23655445762047492	0.2657401121093303	4.077881619937695	-2.079575623138921	TNFSF10
KEGG_2021_Human	Rap1 signaling pathway	1/210	0.23168307497366095	0.2657401121093303	4.178096757044125	-2.1518791496475385	ITGA2B
KEGG_2021_Human	Regulation of actin cytoskeleton	1/218	0.2394639268571876	0.2657401121093303	4.019969278033794	-2.037730229066884	ITGA2B
KEGG_2021_Human	Human immunodeficiency virus 1 infection	1/212	0.23363497492364255	0.2657401121093303	4.137440758293839	-2.12256354972075	CD4
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	1/219	0.24043153000367978	0.2657401121093303	4.001019367991845	-2.0240281738454993	CD4
KEGG_2021_Human	Focal adhesion	1/201	0.22284403856827387	0.2657401121093303	4.371111111111111	-2.2907190203417165	ITGA2B
KEGG_2021_Human	Pathogenic Escherichia coli infection	1/197	0.21888628489075546	0.2657401121093303	4.462585034013605	-2.3563138595912863	TNFSF10
KEGG_2021_Human	Salmonella infection	1/249	0.2689494049142217	0.2896378206768541	3.503584229390681	-1.6629804039719844	TNFSF10
KEGG_2021_Human	Human papillomavirus infection	1/331	0.3420488957114324	0.35915134049700403	2.6053872053872054	-1.0106876845884132	ITGA2B
KEGG_2021_Human	PI3K-Akt signaling pathway	1/354	0.36133488698431165	0.3701479330083193	2.4283915643689014	-0.883914601009246	ITGA2B
KEGG_2021_Human	Pathways in cancer	1/531	0.4935522426966286	0.4935522426966286	1.580293501048218	-0.3089273055464	ITGA2B
