Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Coronavirus disease	8/232	1.7599698728274597e-11	1.5487734880881646e-09	140.07142857142858	-334.06967394373197	C3;DDX58;IFIH1;IFNA1;IL1B;IL6;TLR4;TNF
KEGG_2021_Human	Influenza A	7/172	1.9983189397745542e-10	8.792603335008038e-09	111.75959595959596	-326.1978352313282	DDX58;IFIH1;IFNA1;IL1B;IL6;TLR4;TNF
KEGG_2021_Human	Legionellosis	5/57	3.5877996201909306e-09	1.017456116327496e-07	154.15384615384616	-361.8273890688762	C3;IL1B;IL6;TLR4;TNF
KEGG_2021_Human	Measles	6/139	4.6248005287613455e-09	1.017456116327496e-07	89.49248120300751	-271.8328210630055	DDX58;IFIH1;IFNA1;IL1B;IL6;TLR4
KEGG_2021_Human	Hepatitis B	6/162	1.1657637504621833e-08	2.0517442008134428e-07	76.07692307692308	-238.99790749378803	DDX58;IFIH1;IFNA1;IL6;TLR4;TNF
KEGG_2021_Human	Pertussis	5/76	1.5675128124076017e-08	2.2990187915311494e-07	112.63380281690141	-288.85723035226965	C3;IL1B;IL6;TLR4;TNF
KEGG_2021_Human	Tuberculosis	6/180	2.1972983034080995e-08	2.7623178671416106e-07	68.05172413793103	-218.31921709295966	C3;IFNA1;IL1B;IL6;TLR4;TNF
KEGG_2021_Human	Toll-like receptor signaling pathway	5/104	7.689793164389816e-08	7.51890887184782e-07	80.4949494949495	-223.94034919826578	IFNA1;IL1B;IL6;TLR4;TNF
KEGG_2021_Human	Chagas disease	5/102	6.972006864965533e-08	7.51890887184782e-07	82.17525773195877	-227.56322024445333	C3;IL1B;IL6;TLR4;TNF
KEGG_2021_Human	Malaria	4/50	2.654180841966383e-07	2.335679140930417e-06	116.26086956521739	-240.55570695978312	IL1B;IL6;TLR4;TNF
KEGG_2021_Human	Herpes simplex virus 1 infection	7/498	3.3127242426844717e-07	2.6501793941475773e-06	36.00746775288527	-125.29269699884674	C3;DDX58;IFIH1;IFNA1;IL1B;IL6;TNF
KEGG_2021_Human	Necroptosis	5/159	6.457403055921121e-07	4.611124051206705e-06	51.38961038961039	-155.93286055355003	HMGB1;IFNA1;IL1B;TLR4;TNF
