Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	African trypanosomiasis	1/37	0.04489527895199197	0.11115003782720932	24.790123456790123	-13.876145105511855	HBB
KEGG_2021_Human	Tyrosine metabolism	1/36	0.043706154548296745	0.11115003782720932	25.501587301587303	-14.206754592243437	MAOA
KEGG_2021_Human	Drug metabolism	2/108	0.007430876215757518	0.11115003782720932	18.778301886792452	-25.204052222837845	CMPK1;MAOA
KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism	1/48	0.05788809587819119	0.11115003782720932	18.962174940898347	-11.032973182262484	CYB5R3
KEGG_2021_Human	Cocaine addiction	1/49	0.05906133610748362	0.11115003782720932	18.564814814814813	-10.829316375605623	MAOA
KEGG_2021_Human	Glycine, serine and threonine metabolism	1/40	0.04845467179601247	0.11115003782720932	22.874643874643876	-12.969307291652413	MAOA
KEGG_2021_Human	Folate biosynthesis	1/26	0.03174141642153645	0.11115003782720932	35.74666666666667	-18.6524135039421	DHFR
KEGG_2021_Human	Glutathione metabolism	1/57	0.06840002327828267	0.11115003782720932	15.896825396825397	-9.424000900813787	G6PD
KEGG_2021_Human	Arginine and proline metabolism	1/50	0.060233261208856796	0.11115003782720932	18.183673469387756	-10.63265628196324	MAOA
KEGG_2021_Human	Histidine metabolism	1/22	0.026917919418171	0.11115003782720932	42.576719576719576	-21.34946103825324	MAOA
KEGG_2021_Human	Malaria	1/50	0.060233261208856796	0.11115003782720932	18.183673469387756	-10.63265628196324	HBB
KEGG_2021_Human	One carbon pool by folate	1/20	0.02449807059329832	0.11115003782720932	47.07017543859649	-23.030592878842292	DHFR
KEGG_2021_Human	Pentose phosphate pathway	1/30	0.03654338399736008	0.11115003782720932	30.800766283524904	-16.574318247175444	G6PD
KEGG_2021_Human	Phenylalanine metabolism	1/17	0.020858141730383632	0.11115003782720932	55.916666666666664	-26.157848827787358	MAOA
KEGG_2021_Human	Pyrimidine metabolism	1/56	0.06723726744113623	0.11115003782720932	16.187878787878788	-9.580691348846925	CMPK1
KEGG_2021_Human	Tryptophan metabolism	1/42	0.05082096328161841	0.11115003782720932	21.75338753387534	-12.4264883862275	MAOA
KEGG_2021_Human	Amphetamine addiction	1/69	0.08225170002715665	0.11881666524975341	13.071895424836601	-7.854937277937848	MAOA
KEGG_2021_Human	Central carbon metabolism in cancer	1/70	0.08339759626885078	0.11881666524975341	12.880837359098228	-7.74542097629872	G6PD
KEGG_2021_Human	Inositol phosphate metabolism	1/73	0.0868275630671275	0.11881666524975341	12.339506172839506	-7.43259286356604	PIK3C2A
KEGG_2021_Human	Phosphatidylinositol signaling system	1/97	0.11385418156418702	0.1480104360334431	9.226851851851851	-5.553951626329874	PIK3C2A
KEGG_2021_Human	Serotonergic synapse	1/113	0.1314697223892576	0.16277203724384276	7.892857142857143	-4.701617375992292	MAOA
KEGG_2021_Human	Dopaminergic synapse	1/132	0.1519784338028618	0.17961087631247305	6.73197625106022	-3.9335418472006	MAOA
KEGG_2021_Human	Alcoholism	1/186	0.20790875456503763	0.23502728776917298	4.734534534534535	-2.5504914662503393	MAOA
KEGG_2021_Human	Diabetic cardiomyopathy	1/203	0.22481613944093093	0.24355081772767517	4.326732673267327	-2.2588473265567357	G6PD
KEGG_2021_Human	Parkinson disease	1/249	0.2689494049142217	0.2689494049142217	3.503584229390681	-1.6629804039719844	MAOA
KEGG_2021_Human	Salmonella infection	1/249	0.2689494049142217	0.2689494049142217	3.503584229390681	-1.6629804039719844	PIK3C2A
