Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Nicotinate and nicotinamide metabolism	3/35	8.758821912115273e-06	0.00031531758883614983	107.625	-165.8677372651669	SIRT3;SIRT4;SIRT5
KEGG_2021_Human	Parathyroid hormone synthesis, secretion and action	1/106	0.12380207979004104	0.258114454503261	8.426455026455027	-5.046288872333345	VDR
KEGG_2021_Human	Growth hormone synthesis, secretion and action	1/119	0.13799386385009413	0.258114454503261	7.4858757062146895	-4.435243302362896	CREBBP
KEGG_2021_Human	Aminoacyl-tRNA biosynthesis	1/66	0.07880627134542659	0.258114454503261	13.68034188034188	-8.200693724608003	TRNG
KEGG_2021_Human	Cell cycle	1/124	0.14339691916847833	0.258114454503261	7.177055103884372	-4.231046804704064	CREBBP
KEGG_2021_Human	Central carbon metabolism in cancer	1/70	0.08339759626885078	0.258114454503261	12.880837359098228	-7.74542097629872	SIRT3
KEGG_2021_Human	Tuberculosis	2/180	0.019755026308062106	0.258114454503261	11.081460674157304	-14.950240051620256	CREBBP;VDR
KEGG_2021_Human	Endocrine and other factor-regulated calcium reabsorption	1/53	0.06374115884515756	0.258114454503261	17.128205128205128	-10.081098986019231	VDR
KEGG_2021_Human	Glucagon signaling pathway	1/107	0.1249011740201087	0.258114454503261	8.345911949685535	-4.994589105830365	CREBBP
KEGG_2021_Human	Thyroid hormone signaling pathway	1/121	0.14015875566728583	0.258114454503261	7.359259259259259	-4.351741094826131	CREBBP
KEGG_2021_Human	Valine, leucine and isoleucine degradation	1/48	0.05788809587819119	0.258114454503261	18.962174940898347	-11.032973182262484	HSD17B10
KEGG_2021_Human	Notch signaling pathway	1/59	0.07072162222736704	0.258114454503261	15.344827586206897	-9.124402207995153	CREBBP
KEGG_2021_Human	TGF-beta signaling pathway	1/94	0.11051569770952978	0.258114454503261	9.528076463560334	-5.7422174156532195	CREBBP
KEGG_2021_Human	Renal cell carcinoma	1/69	0.08225170002715665	0.258114454503261	13.071895424836601	-7.854937277937848	CREBBP
KEGG_2021_Human	Long-term potentiation	1/67	0.07995603885498047	0.258114454503261	13.47138047138047	-8.082458738692866	CREBBP
KEGG_2021_Human	Melanogenesis	1/101	0.11828795027183354	0.258114454503261	8.853333333333333	-5.318405524022337	CREBBP
KEGG_2021_Human	Prostate cancer	1/97	0.11385418156418702	0.258114454503261	9.226851851851851	-5.553951626329874	CREBBP
KEGG_2021_Human	Mineral absorption	1/60	0.07188046794101291	0.258114454503261	15.08286252354049	-8.981081638876871	VDR
KEGG_2021_Human	Adherens junction	1/71	0.08454220466511847	0.258114454503261	12.695238095238095	-7.638591016595616	CREBBP
KEGG_2021_Human	HIF-1 signaling pathway	1/109	0.1270956407872156	0.258114454503261	8.189300411522634	-4.893732148578802	CREBBP
KEGG_2021_Human	FoxO signaling pathway	1/131	0.1509099928727911	0.25870284492478474	6.7846153846153845	-3.968927686510734	CREBBP
KEGG_2021_Human	Wnt signaling pathway	1/166	0.1875932968535885	0.27898072921916295	5.321885521885521	-2.9652743858654524	CREBBP
KEGG_2021_Human	JAK-STAT signaling pathway	1/162	0.18347437883820783	0.27898072921916295	5.456866804692892	-3.0596637281364782	CREBBP
KEGG_2021_Human	Hepatitis B	1/162	0.18347437883820783	0.27898072921916295	5.456866804692892	-3.0596637281364782	CREBBP
KEGG_2021_Human	Influenza A	1/172	0.1937366175133076	0.27898072921916295	5.131254061078622	-2.8313674486945275	CREBBP
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	1/193	0.21491040066934372	0.2975682470806298	4.55787037037037	-2.4244944960200487	CREBBP
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	1/219	0.24043153000367978	0.2984667269011197	4.001019367991845	-2.0240281738454993	CREBBP
KEGG_2021_Human	Viral carcinogenesis	1/203	0.22481613944093093	0.2984667269011197	4.326732673267327	-2.2588473265567357	CREBBP
KEGG_2021_Human	cAMP signaling pathway	1/216	0.23752539179620868	0.2984667269011197	4.058397932816537	-2.065502377074288	CREBBP
KEGG_2021_Human	Chemical carcinogenesis	1/239	0.2595523897792453	0.3114628677350943	3.6554621848739495	-1.7734497985532327	VDR
KEGG_2021_Human	MicroRNAs in cancer	1/310	0.3239838755949599	0.3644818600443299	2.7900035958288387	-1.143955577607994	CREBBP
KEGG_2021_Human	Huntington disease	1/306	0.32049274018188956	0.3644818600443299	2.8280510018214935	-1.1715156192121785	CREBBP
KEGG_2021_Human	Human papillomavirus infection	1/331	0.3420488957114324	0.37314424986701716	2.6053872053872054	-1.0106876845884132	CREBBP
KEGG_2021_Human	Alzheimer disease	1/369	0.3736370340305108	0.3956156830911291	2.32487922705314	-0.8103995559567543	HSD17B10
KEGG_2021_Human	Pathways of neurodegeneration	1/475	0.45466905008847364	0.4676595943767157	1.7801218940459447	-0.4367315309409891	HSD17B10
KEGG_2021_Human	Pathways in cancer	1/531	0.4935522426966286	0.4935522426966286	1.580293501048218	-0.3089273055464	CREBBP
