Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Hypertrophic cardiomyopathy	2/90	0.005212350356610659	0.0679784057850927	22.670454545454547	-29.92662218019896	LMNA;TTN
KEGG_2021_Human	Dilated cardiomyopathy	2/96	0.005911165720442844	0.0679784057850927	21.20744680851064	-28.182173664612183	LMNA;TTN
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	2/150	0.0139780795801668	0.1071652767812788	13.378378378378379	-18.15870698745584	MYL4;SCN5A
KEGG_2021_Human	Focal adhesion	2/201	0.02430775457262447	0.13976958879259072	9.885678391959798	-13.221635183162709	CAV3;LAMA4
KEGG_2021_Human	African trypanosomiasis	1/37	0.04489527895199197	0.20651828317916307	24.790123456790123	-13.876145105511855	LAMA4
KEGG_2021_Human	Dopaminergic synapse	1/132	0.1519784338028618	0.21998347937154916	6.73197625106022	-3.9335418472006	SCN1A
KEGG_2021_Human	Amoebiasis	1/102	0.11939326812281527	0.21998347937154916	8.764576457645765	-5.262086311101535	LAMA4
KEGG_2021_Human	Apelin signaling pathway	1/137	0.15730251033809037	0.21998347937154916	6.480392156862745	-3.763669230249352	MYL4
KEGG_2021_Human	Apoptosis	1/142	0.16259648475288416	0.21998347937154916	6.2466509062253746	-3.6047270952512624	LMNA
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	1/77	0.09138288226635771	0.21998347937154916	11.68421052631579	-7.04872976578505	LMNA
KEGG_2021_Human	Bacterial invasion of epithelial cells	1/77	0.09138288226635771	0.21998347937154916	11.68421052631579	-7.04872976578505	CAV3
KEGG_2021_Human	Toxoplasmosis	1/112	0.13037805537365837	0.21998347937154916	7.964964964964965	-4.748494648054986	LAMA4
KEGG_2021_Human	ECM-receptor interaction	1/88	0.10380474953181053	0.21998347937154916	10.192848020434228	-6.152535327455873	LAMA4
KEGG_2021_Human	Small cell lung cancer	1/92	0.10828375753966943	0.21998347937154916	9.739926739926739	-5.8737398650795125	LAMA4
KEGG_2021_Human	Fluid shear stress and atherosclerosis	1/139	0.15942370386618251	0.21998347937154916	6.384863123993559	-3.698840756963446	CAV3
KEGG_2021_Human	Hematopoietic cell lineage	1/99	0.11607356788707196	0.21998347937154916	9.036281179138323	-5.434068642481248	MS4A1
KEGG_2021_Human	Cardiac muscle contraction	1/87	0.10268183855515577	0.21998347937154916	10.31266149870801	-6.225752347944314	MYL4
KEGG_2021_Human	Proteoglycans in cancer	1/205	0.22678373523038298	0.28977921723882266	4.283224400871459	-2.2275706216550177	CAV3
KEGG_2021_Human	Endocytosis	1/252	0.27174750318495006	0.32895750385546585	3.4603806994245243	-1.6315316807371463	CAV3
KEGG_2021_Human	Prion disease	1/273	0.2910658516731848	0.3347257294241625	3.184640522875817	-1.4307154955453085	CAV3
KEGG_2021_Human	Human papillomavirus infection	1/331	0.3420488957114324	0.3746249810172831	2.6053872053872054	-1.0106876845884132	LAMA4
KEGG_2021_Human	PI3K-Akt signaling pathway	1/354	0.36133488698431165	0.37775920002905305	2.4283915643689014	-0.883914601009246	LAMA4
KEGG_2021_Human	Pathways in cancer	1/531	0.4935522426966286	0.4935522426966286	1.580293501048218	-0.3089273055464	LAMA4
