Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Complement and coagulation cascades	9/85	1.0159724189916735e-17	2.031944837983347e-16	946.421052631579	-635.0856142196634	F11;F12;F2;F8;FGB;KNG1;PLG;PROC;VWF
KEGG_2021_Human	Platelet activation	3/124	0.0003915863175160221	0.003915863175160221	28.14757969303424	-57.47285652579811	F2;FGB;VWF
KEGG_2021_Human	Coronavirus disease	3/232	0.0024164136009215383	0.01610942400614359	14.670617592014972	-30.966105875434415	F2;FGB;VWF
KEGG_2021_Human	Neuroactive ligand-receptor interaction	3/341	0.007169919884870154	0.035849599424350766	9.801352493660186	-20.03003025596712	F2;KNG1;PLG
KEGG_2021_Human	Neutrophil extracellular trap formation	2/189	0.02165639204960556	0.08662556819842224	10.536096256684491	-14.167050995225416	FGB;VWF
KEGG_2021_Human	Regulation of actin cytoskeleton	2/218	0.028284632569666294	0.09428210856555432	9.087962962962964	-12.04476113223121	F2;KNG1
KEGG_2021_Human	African trypanosomiasis	1/37	0.04489527895199197	0.12827222557711992	24.790123456790123	-13.876145105511855	KNG1
KEGG_2021_Human	Sphingolipid signaling pathway	1/119	0.13799386385009413	0.21229825207706787	7.4858757062146895	-4.435243302362896	KNG1
KEGG_2021_Human	Chagas disease	1/102	0.11939326812281527	0.21229825207706787	8.764576457645765	-5.262086311101535	KNG1
KEGG_2021_Human	ECM-receptor interaction	1/88	0.10380474953181053	0.21229825207706787	10.192848020434228	-6.152535327455873	VWF
KEGG_2021_Human	Pathways in cancer	2/531	0.13679480156092927	0.21229825207706787	3.5628544423440456	-3.410136075895621	F2;KNG1
KEGG_2021_Human	Staphylococcus aureus infection	1/95	0.11162978125448282	0.21229825207706787	9.425531914893616	-5.678293992521663	PLG
KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	1/98	0.11496450084552494	0.21229825207706787	9.130584192439862	-5.49346810373269	KNG1
KEGG_2021_Human	Phospholipase D signaling pathway	1/148	0.16890973234869874	0.24129961764099822	5.987150415721844	-3.427000500776257	F2
KEGG_2021_Human	Influenza A	1/172	0.1937366175133076	0.24217077189163447	5.131254061078622	-2.8313674486945275	PLG
KEGG_2021_Human	cGMP-PKG signaling pathway	1/167	0.1886201000678787	0.24217077189163447	5.289156626506024	-2.942334294710352	KNG1
KEGG_2021_Human	Focal adhesion	1/201	0.22284403856827387	0.24760448729808207	4.371111111111111	-2.2907190203417165	VWF
KEGG_2021_Human	Pathogenic Escherichia coli infection	1/197	0.21888628489075546	0.24760448729808207	4.462585034013605	-2.3563138595912863	F2
KEGG_2021_Human	Human papillomavirus infection	1/331	0.3420488957114324	0.36005146916992886	2.6053872053872054	-1.0106876845884132	VWF
KEGG_2021_Human	PI3K-Akt signaling pathway	1/354	0.36133488698431165	0.36133488698431165	2.4283915643689014	-0.883914601009246	VWF
