Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Natural killer cell mediated cytotoxicity	3/131	0.0004602084037564585	0.04510042356813294	26.584821428571427	-54.62268457986884	IFNA1;KLRC2;RAF1
KEGG_2021_Human	Antigen processing and presentation	2/78	0.003939415117888246	0.19303134077652406	26.289473684210527	-34.099339569929285	CD8A;KLRC2
KEGG_2021_Human	Hepatitis C	2/157	0.015246968798416489	0.21511028646556513	12.762903225806452	-17.312716751580805	IFNA1;RAF1
KEGG_2021_Human	Hepatitis B	2/162	0.016183180370760934	0.21511028646556513	12.35625	-16.748364182562245	IFNA1;RAF1
KEGG_2021_Human	Tuberculosis	2/180	0.019755026308062106	0.21511028646556513	11.081460674157304	-14.950240051620256	IFNA1;RAF1
KEGG_2021_Human	Influenza A	2/172	0.01812904275363809	0.21511028646556513	11.614705882352942	-15.707848772731996	IFNA1;RAF1
KEGG_2021_Human	JAK-STAT signaling pathway	2/162	0.016183180370760934	0.21511028646556513	12.35625	-16.748364182562245	IFNA1;RAF1
KEGG_2021_Human	Autophagy	2/137	0.011753397776716717	0.21511028646556513	14.690740740740742	-19.931093924152265	PRAP1;RAF1
KEGG_2021_Human	T cell receptor signaling pathway	2/104	0.006906399428166279	0.21511028646556513	19.524509803921568	-26.130280011490946	CD8A;RAF1
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	2/193	0.02252556995474682	0.22075058555651883	10.31020942408377	-13.840129933766221	IFNA1;RAF1
KEGG_2021_Human	B cell receptor signaling pathway	1/81	0.09591773965141367	0.23794087166234204	11.094444444444445	-6.698191160265787	RAF1
KEGG_2021_Human	Bladder cancer	1/41	0.04963848036556211	0.23794087166234204	22.3	-12.692261742471414	RAF1
KEGG_2021_Human	Estrogen signaling pathway	1/137	0.15730251033809037	0.23794087166234204	6.480392156862745	-3.763669230249352	RAF1
KEGG_2021_Human	Breast cancer	1/147	0.16786050842791683	0.23794087166234204	6.0289193302891935	-3.455697502915966	RAF1
KEGG_2021_Human	ErbB signaling pathway	1/85	0.10043221696214563	0.23794087166234204	10.56084656084656	-6.37671991533167	RAF1
KEGG_2021_Human	Colorectal cancer	1/86	0.10155766145487406	0.23794087166234204	10.435294117647059	-6.300464747037211	RAF1
KEGG_2021_Human	Endometrial cancer	1/58	0.06956147443988561	0.23794087166234204	15.61598440545809	-9.271975415581295	RAF1
KEGG_2021_Human	Cytosolic DNA-sensing pathway	1/63	0.0753492056247738	0.23794087166234204	14.347670250896057	-8.574814690072902	IFNA1
KEGG_2021_Human	Central carbon metabolism in cancer	1/70	0.08339759626885078	0.23794087166234204	12.880837359098228	-7.74542097629872	RAF1
KEGG_2021_Human	Fc epsilon RI signaling pathway	1/68	0.0811045146521906	0.23794087166234204	13.26865671641791	-7.96724592924887	RAF1
KEGG_2021_Human	Insulin signaling pathway	1/137	0.15730251033809037	0.23794087166234204	6.480392156862745	-3.763669230249352	RAF1
KEGG_2021_Human	Cell adhesion molecules	1/148	0.16890973234869874	0.23794087166234204	5.987150415721844	-3.427000500776257	CD8A
KEGG_2021_Human	Choline metabolism in cancer	1/98	0.11496450084552494	0.23794087166234204	9.130584192439862	-5.49346810373269	RAF1
KEGG_2021_Human	Apelin signaling pathway	1/137	0.15730251033809037	0.23794087166234204	6.480392156862745	-3.763669230249352	RAF1
KEGG_2021_Human	Apoptosis	1/142	0.16259648475288416	0.23794087166234204	6.2466509062253746	-3.6047270952512624	RAF1
KEGG_2021_Human	FoxO signaling pathway	1/131	0.1509099928727911	0.23794087166234204	6.7846153846153845	-3.968927686510734	RAF1
