Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Protein digestion and absorption	3/103	0.00010763544854882812	0.0008072658641162109	47.82	-83.47432842207964	COL11A2;COL1A2;COL2A1
KEGG_2021_Human	TGF-beta signaling pathway	3/94	8.192614703105872e-05	0.0008072658641162109	52.60879120879121	-90.21516380148222	DCN;FMOD;SMAD1
KEGG_2021_Human	ECM-receptor interaction	2/88	0.003148317657401513	0.015741588287007564	30.94573643410853	-37.54936629485404	COL1A2;COL2A1
KEGG_2021_Human	Focal adhesion	2/201	0.015627418646194182	0.0486744204321824	13.18425460636516	-17.00703748050243	COL1A2;COL2A1
KEGG_2021_Human	Proteoglycans in cancer	2/205	0.016224806810727466	0.0486744204321824	12.917898193760262	-16.655909085237266	COL1A2;DCN
KEGG_2021_Human	Human papillomavirus infection	2/331	0.039794302486615085	0.096439339205677	7.842958459979736	-9.619507505494482	COL1A2;COL2A1
KEGG_2021_Human	PI3K-Akt signaling pathway	2/354	0.04500502496264927	0.096439339205677	7.308712121212121	-8.838005432160061	COL1A2;COL2A1
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	1/100	0.09488745453043729	0.16116979170126458	11.502164502164502	-6.787517911530769	COL1A2
KEGG_2021_Human	Amoebiasis	1/102	0.09670187502075875	0.16116979170126458	11.271570014144272	-6.652769494141072	COL1A2
KEGG_2021_Human	Platelet activation	1/124	0.11645144701590278	0.16484580394754642	9.229965156794425	-5.426702093661734	COL1A2
KEGG_2021_Human	Relaxin signaling pathway	1/129	0.12088692289486735	0.16484580394754642	8.863839285714286	-5.200123947640444	COL1A2
KEGG_2021_Human	Signaling pathways regulating pluripotency of stem cells	1/143	0.1332027745912543	0.16650346823906786	7.9758551307847085	-4.641420213748451	SMAD1
KEGG_2021_Human	Hippo signaling pathway	1/163	0.15053489642004905	0.17369411125390274	6.973544973544974	-3.9943706552160254	SMAD1
KEGG_2021_Human	Diabetic cardiomyopathy	1/203	0.18429170254927854	0.18429170254927854	5.564356435643564	-3.0535357659228826	COL1A2
KEGG_2021_Human	Transcriptional misregulation in cancer	1/192	0.1751277044331879	0.18429170254927854	5.893044128646223	-3.2762931815000083	SMAD1
