PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
37185284	PMC10241235	50	2	{'2516': ('NR5A1', 46, 9606.0), '5443': ('POMC', 4, 9606.0)}	7
24405868	PMC3900668	106	11	{'2516': ('NR5A1', 68, 9606.0), '367': ('AR', 11, 9606.0), '6716': ('SRD5A2', 5, 9606.0), '2494': ('NR5A2', 1, 9606.0), '5443': ('POMC', 14, 9606.0), '268': ('AMH', 2, 9606.0), '3284': ('HSD3B2', 1, 9606.0), '6770': ('STAR', 1, 9606.0), '6662': ('SOX9', 1, 9606.0), '190': ('NR0B1', 1, 9606.0), '472': ('ATM', 1, 9606.0)}	8
26303087	PMC5159745	303	20	{'190': ('NR0B1', 72, 9606.0), '2516': ('NR5A1', 59, 9606.0), '7536': ('SF1', 93, 9606.0), '2494': ('NR5A2', 2, 9606.0), '11614': ('Nr0b1', 28, 10090.0), '21674': ('Sry', 1, 10090.0), '18976': ('Pomc', 2, 10090.0), '1585': ('CYP11B2', 1, 9606.0), '5087': ('PBX1', 1, 9606.0), '10011': ('SRA1', 4, 9606.0), '5443': ('POMC', 2, 9606.0), '2796': ('GNRH1', 4, 9606.0), '93659': ('CGB5', 5, 9606.0), '11141': ('IL1RAPL1', 1, 9606.0), '5972': ('REN', 1, 9606.0), '26423': ('Nr5a1', 16, 10090.0), '22668': ('Sf1', 5, 10090.0), '285': ('ANGPT2', 3, 9606.0), '6646': ('SOAT1', 2, 9606.0), '38': ('ACAT1', 1, 9606.0)}	1
28033660	PMC5347970	215	22	{'2516': ('NR5A1', 163, 9606.0), '7536': ('SF1', 9, 9606.0), '26423': ('Nr5a1', 10, 10090.0), '16867': ('Lhcgr', 1, 10090.0), '20845': ('Star', 1, 10090.0), '13070': ('Cyp11a1', 1, 10090.0), '13074': ('Cyp17a1', 1, 10090.0), '11705': ('Amh', 1, 10090.0), '110542': ('Amhr2', 1, 10090.0), '21674': ('Sry', 1, 10090.0), '20682': ('Sox9', 2, 10090.0), '268': ('AMH', 2, 9606.0), '2494': ('NR5A2', 2, 9606.0), '1583': ('CYP11A1', 6, 9606.0), '13075': ('Cyp19a1', 3, 10090.0), '6736': ('SRY', 2, 9606.0), '7258': ('TSPY1', 1, 9606.0), '266': ('AMELY', 1, 9606.0), '1588': ('CYP19A1', 1, 9606.0), '4214': ('MAP3K1', 1, 9606.0), '4010': ('LMX1B', 2, 9606.0), '190': ('NR0B1', 3, 9606.0)}	0
34095474	PMC8053627	72	11	{'2516': ('NR5A1', 49, 9606.0), '50846': ('DHH', 2, 9606.0), '4214': ('MAP3K1', 2, 9606.0), '190': ('NR0B1', 2, 9606.0), '6716': ('SRD5A2', 2, 9606.0), '6736': ('SRY', 3, 9606.0), '7490': ('WT1', 2, 9606.0), '6770': ('STAR', 1, 9606.0), '1583': ('CYP11A1', 1, 9606.0), '1586': ('CYP17A1', 1, 9606.0), '268': ('AMH', 7, 9606.0)}	11
8675564	None	11	2	{'190': ('NR0B1', 10, 9606.0), '2516': ('NR5A1', 1, 9606.0)}	13
9658405	None	37	4	{'11614': ('Nr0b1', 9, 10090.0), '26423': ('Nr5a1', 21, 10090.0), '7025': ('NR2F1', 5, 9606.0), '217166': ('Nr1d1', 2, 10090.0)}	15
10022408	None	7	2	{'190': ('NR0B1', 6, 9606.0), '2516': ('NR5A1', 1, 9606.0)}	12
11220702	None	12	10	{'2796': ('GNRH1', 3, 9606.0), '3730': ('ANOS1', 1, 9606.0), '190': ('NR0B1', 1, 9606.0), '2516': ('NR5A1', 1, 9606.0), '3952': ('LEP', 1, 9606.0), '5122': ('PCSK1', 1, 9606.0), '2798': ('GNRHR', 1, 9606.0), '8820': ('HESX1', 1, 9606.0), '8022': ('LHX3', 1, 9606.0), '5626': ('PROP1', 1, 9606.0)}	10
17488792	None	16	3	{'2516': ('NR5A1', 9, 9606.0), '268': ('AMH', 3, 9606.0), '367': ('AR', 4, 9606.0)}	14
21113200	None	10	3	{'22668': ('Sf1', 6, 10090.0), '2516': ('NR5A1', 2, 9606.0), '7536': ('SF1', 2, 9606.0)}	3
25160005	None	9	1	{'2516': ('NR5A1', 9, 9606.0)}	9
28624161	None	11	2	{'7536': ('SF1', 8, 9606.0), '2516': ('NR5A1', 3, 9606.0)}	6
29265478	None	9	1	{'2516': ('NR5A1', 9, 9606.0)}	2
31831369	None	8	2	{'2516': ('NR5A1', 6, 9606.0), '7536': ('SF1', 2, 9606.0)}	4
9032275	PMC231873	30	3	{'190': ('NR0B1', 14, 9606.0), '2516': ('NR5A1', 14, 9606.0), '3960': ('LGALS4', 2, 9606.0)}	16
16684822	PMC1865080	22	3	{'190': ('NR0B1', 10, 9606.0), '2516': ('NR5A1', 6, 9606.0), '7536': ('SF1', 6, 9606.0)}	5
