PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
38239854	PMC10795535	61	10	{'1718': ('DHCR24', 51, 9606.0), '7291': ('TWIST1', 2, 9606.0), '2670': ('GFAP', 1, 9606.0), '1737': ('DLAT', 1, 9606.0), '1738': ('DLD', 1, 9606.0), '5160': ('PDHA1', 1, 9606.0), '5162': ('PDHB', 1, 9606.0), '8050': ('PDHX', 1, 9606.0), '5163': ('PDK1', 1, 9606.0), '5166': ('PDK4', 1, 9606.0)}	26
21695019	PMC3117009	49	17	{'3552': ('IL1A', 1, 9606.0), '3553': ('IL1B', 1, 9606.0), '50814': ('NSDHL', 4, 9606.0), '15357': ('Hmgcr', 1, 10090.0), '10682': ('EBP', 8, 9606.0), '1717': ('DHCR7', 7, 9606.0), '13360': ('Dhcr7', 3, 10090.0), '235293': ('Sc5d', 3, 10090.0), '13595': ('Ebp', 1, 10090.0), '3156': ('HMGCR', 5, 9606.0), '72999': ('Insig2', 2, 10090.0), '3638': ('INSIG1', 1, 9606.0), '7035': ('TFPI', 1, 9606.0), '74754': ('Dhcr24', 1, 10090.0), '1718': ('DHCR24', 4, 9606.0), '6309': ('SC5D', 3, 9606.0), '6307': ('MSMO1', 3, 9606.0)}	51
24961299	PMC4076431	21	5	{'1718': ('DHCR24', 16, 9606.0), '7018': ('TF', 1, 9606.0), '213': ('ALB', 1, 9606.0), '1356': ('CP', 1, 9606.0), '10682': ('EBP', 2, 9606.0)}	21
33524375	PMC7933790	140	9	{'74754': ('Dhcr24', 68, 10090.0), '11657': ('Alb', 34, 10090.0), '13360': ('Dhcr7', 2, 10090.0), '15445': ('Hpd', 3, 10090.0), '19253': ('Ptpn18', 1, 10090.0), '22259': ('Nr1h3', 21, 10090.0), '11303': ('Abca1', 5, 10090.0), '11307': ('Abcg1', 4, 10090.0), '20787': ('Srebf1', 2, 10090.0)}	25
8709748	None	0	0	{}	37
9450875	None	0	0	{}	30
10439210	None	1	1	{'13360': ('Dhcr7', 1, 10090.0)}	3
10707051	None	4	3	{'10682': ('EBP', 2, 9606.0), '1718': ('DHCR24', 1, 9606.0), '1717': ('DHCR7', 1, 9606.0)}	5
10959439	None	1	1	{'6469': ('SHH', 1, 9606.0)}	16
11128747	None	0	0	{}	36
11521206	None	1	1	{'4598': ('MVK', 1, 9606.0)}	12
11592808	None	4	4	{'2222': ('FDFT1', 1, 9606.0), '20604': ('Sst', 1, 10090.0), '13595': ('Ebp', 1, 10090.0), '13360': ('Dhcr7', 1, 10090.0)}	23
11701653	None	0	0	{}	6
11990452	None	1	1	{'6469': ('SHH', 1, 9606.0)}	44
12457401	None	2	1	{'1718': ('DHCR24', 2, 9606.0)}	38
12652302	None	2	1	{'319757': ('Smo', 2, 10090.0)}	35
12668600	None	0	0	{}	15
12812989	None	7	3	{'6309': ('SC5D', 2, 9606.0), '10682': ('EBP', 1, 9606.0), '235293': ('Sc5d', 4, 10090.0)}	47
14631207	None	1	1	{'6469': ('SHH', 1, 9606.0)}	24
15580635	None	3	1	{'2678': ('GGT1', 3, 9606.0)}	34
16231320	None	0	0	{}	48
16410790	None	15	5	{'74754': ('Dhcr24', 11, 10090.0), '110309': ('Krt6', 1, 0.0), '16664': ('Krt6', 1, 0.0), '14246': ('Flg', 1, 10090.0), '16939': ('Lor', 1, 10090.0)}	42
17141866	None	0	0	{}	27
18241265	None	21	3	{'11828': ('Aqp3', 8, 10090.0), '74754': ('Dhcr24', 12, 10090.0), '16664': ('Krt14', 1, 10090.0)}	45
19542918	None	4	1	{'74754': ('Dhcr24', 4, 10090.0)}	46
19597241	None	19	5	{'1718': ('DHCR24', 15, 9606.0), '351': ('APP', 1, 9606.0), '836': ('CASP3', 1, 9606.0), '6256': ('RXRA', 1, 9606.0), '3479': ('IGF1', 1, 9606.0)}	32
19616511	None	0	0	{}	39
20568014	None	9	2	{'1718': ('DHCR24', 8, 9606.0), '9734': ('HDAC9', 1, 9606.0)}	43
21247357	None	10	9	{'15357': ('Hmgcr', 1, 10090.0), '17855': ('Mvk', 1, 10090.0), '14137': ('Fdft1', 1, 10090.0), '1595': ('CYP51A1', 2, 9606.0), '18194': ('Nsdhl', 1, 10090.0), '13595': ('Ebp', 1, 10090.0), '10682': ('EBP', 1, 9606.0), '13360': ('Dhcr7', 1, 10090.0), '74754': ('Dhcr24', 1, 10090.0)}	28
21845517	None	11	3	{'74754': ('Dhcr24', 9, 10090.0), '16147': ('Ihh', 1, 10090.0), '17386': ('Mmp13', 1, 10090.0)}	41
23042573	None	0	0	{}	8
23622407	None	0	0	{}	2
23798009	None	2	2	{'6307': ('MSMO1', 1, 9606.0), '10682': ('EBP', 1, 9606.0)}	4
23910990	None	0	0	{}	49
24095826	None	8	1	{'1718': ('DHCR24', 8, 9606.0)}	22
25019372	None	3	1	{'56975': ('FAM20C', 3, 9606.0)}	1
25646736	None	0	0	{}	13
28205177	None	2	1	{'1718': ('DHCR24', 2, 9606.0)}	50
36538928	None	2	1	{'1718': ('DHCR24', 2, 9606.0)}	17
37659595	None	4	1	{'4047': ('LSS', 4, 9606.0)}	18
10905631	PMC2844951	0	0	{}	29
11519011	PMC1226055	13	2	{'1718': ('DHCR24', 11, 9606.0), '821519': ('DWF1', 2, 0.0)}	33
16955133	PMC1555658	0	0	{}	20
20929975	PMC2999931	0	0	{}	11
21451815	PMC4105148	5	5	{'73166': ('Tm7sf2', 1, 10090.0), '98386': ('Lbr', 1, 10090.0), '15357': ('Hmgcr', 1, 10090.0), '320581': ('Idi2', 1, 10090.0), '14137': ('Fdft1', 1, 10090.0)}	31
21559050	PMC3179370	3	1	{'1718': ('DHCR24', 3, 9606.0)}	10
21671375	PMC4995031	5	1	{'1718': ('DHCR24', 5, 9606.0)}	0
25017465	PMC4617353	3	2	{'10858': ('CYP46A1', 2, 9606.0), '1555': ('CYP2B6', 1, 0.0)}	19
25184529	PMC6292211	0	0	{}	40
29175559	PMC5963269	4	1	{'1718': ('DHCR24', 4, 9606.0)}	14
30535733	PMC6467513	7	3	{'1717': ('DHCR7', 3, 9606.0), '1718': ('DHCR24', 3, 9606.0), '13360': ('Dhcr7', 1, 10090.0)}	7
30891795	PMC6739189	8	1	{'74754': ('Dhcr24', 8, 10090.0)}	9
