PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
37063666	PMC10098188	13	3	{'2629': ('GBA', 9, 9606.0), '1356': ('CP', 2, 9606.0), '7018': ('TF', 2, 9606.0)}	175
37152277	PMC10160684	45	11	{'6314': ('ATXN7', 22, 9606.0), '6908': ('TBP', 7, 9606.0), '1356': ('CP', 1, 9606.0), '174': ('AFP', 2, 9606.0), '6311': ('ATXN2', 2, 9606.0), '4287': ('ATXN3', 2, 9606.0), '773': ('CACNA1A', 2, 9606.0), '23064': ('SETX', 2, 9606.0), '54840': ('APTX', 1, 9606.0), '6310': ('ATXN1', 2, 9606.0), '25814': ('ATXN10', 2, 9606.0)}	131
34498441	PMC10228202	0	0	{}	317
37928363	PMC10624572	9	1	{'3746': ('KCNC1', 9, 9606.0)}	293
38003227	PMC10671165	248	44	{'14466': ('Gba', 87, 10090.0), '2629': ('GBA', 45, 9606.0), '19156': ('Psap', 13, 10090.0), '14573': ('Gdnf', 2, 10090.0), '11883': ('Arsa', 2, 10090.0), '950': ('SCARB2', 2, 9606.0), '56532': ('Ripk3', 3, 10090.0), '6362': ('CCL18', 2, 9606.0), '101156987': ('gpnmb', 5, 0.0), '10457': ('GPNMB', 3, 9606.0), '16175': ('Il1a', 1, 10090.0), '16176': ('Il1b', 1, 10090.0), '16193': ('Il6', 1, 10090.0), '12064': ('Bdnf', 2, 10090.0), '18049': ('Ngf', 2, 10090.0), '15139': ('Hc', 1, 10090.0), '12273': ('C5ar1', 3, 10090.0), '17857': ('Mx1', 4, 10090.0), '38559': ('Tie', 1, 7227.0), '7010': ('TEK', 1, 9606.0), '18008': ('Nes', 4, 10090.0), '230101': ('Gba2', 5, 10090.0), '13051': ('Cx3cr1', 1, 10090.0), '22234': ('Ugcg', 5, 10090.0), '7357': ('UGCG', 3, 9606.0), '20617': ('Snca', 11, 10090.0), '38456': ('Ubi-p63E', 4, 7227.0), '550134': ('ubb', 1, 7955.0), '57704': ('GBA2', 4, 9606.0), '450068': ('asah1a', 1, 0.0), '393549': ('asah1b', 2, 0.0), '559072': ('gba', 3, 7955.0), '23636': ('NUP62', 1, 9606.0), '1509': ('CTSD', 1, 9606.0), '101175270': ('gba2', 1, 0.0), '3960': ('LGALS4', 7, 9606.0), '318720': ('Qsox4', 3, 7227.0), '7099': ('TLR4', 1, 9606.0), '37277': ('18w', 2, 7227.0), '32849': ('wgn', 2, 7227.0), '43222': ('Tl', 1, 7227.0), '9804': ('TOMM20', 1, 9606.0), '4137': ('MAPT', 1, 9606.0), '559240': ('gba2', 2, 0.0)}	29
38150565	PMC10754018	6	2	{'2629': ('GBA', 5, 9606.0), '7357': ('UGCG', 1, 9606.0)}	82
38248631	PMC10801488	49	5	{'1999': ('ELF3', 19, 9606.0), '2717': ('GLA', 12, 9606.0), '2548': ('GAA', 6, 9606.0), '3425': ('IDUA', 10, 9606.0), '5286': ('PIK3C2A', 2, 9606.0)}	56
22233685	PMC3275535	6	1	{'2629': ('GBA', 6, 9606.0)}	716
23471028	PMC3653406	47	12	{'6611': ('SMS', 26, 9606.0), '91012': ('CERS5', 1, 9606.0), '10715': ('CERS1', 1, 9606.0), '189': ('AGXT', 2, 9606.0), '108709804': ('rb1.S', 2, 8355.0), '398036': ('ras', 4, 8355.0), '398985': ('mapk1.S', 3, 8355.0), '100036852': ('e2f1.L', 2, 8355.0), '495375': ('dhfr.L', 1, 8355.0), '373752': ('pik3ca.L', 1, 8355.0), '399170': ('akt1.S', 3, 8355.0), '492306': ('cdkn1b.S', 1, 8355.0)}	408
23922849	PMC3726751	69	2	{'1476': ('CSTB', 67, 9606.0), '13014': ('Cstb', 2, 10090.0)}	330
