PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
37480042	PMC10362615	95	11	{'5745': ('PTH1R', 56, 9606.0), '10663': ('CXCR6', 3, 9606.0), '100528023': ('PPR1', 16, 9606.0), '2782': ('GNB1', 4, 9606.0), '54331': ('GNG2', 4, 9606.0), '5744': ('PTHLH', 7, 9606.0), '8600': ('TNFSF11', 1, 9606.0), '1499': ('CTNNB1', 1, 9606.0), '7040': ('TGFB1', 1, 9606.0), '649': ('BMP1', 1, 9606.0), '1071': ('CETP', 1, 9606.0)}	8
38002872	PMC10670730	125	10	{'5745': ('PTH1R', 78, 9606.0), '5741': ('PTH', 25, 9606.0), '7040': ('TGFB1', 3, 9606.0), '1277': ('COL1A1', 1, 9606.0), '1278': ('COL1A2', 1, 9606.0), '256764': ('WDR72', 1, 9606.0), '8192': ('CLPP', 1, 9606.0), '151': ('ADRA2B', 1, 9606.0), '5744': ('PTHLH', 13, 9606.0), '2778': ('GNAS', 1, 9606.0)}	3
37840415	PMC10767579	90	7	{'5745': ('PTH1R', 47, 9606.0), '5741': ('PTH', 27, 9606.0), '10020': ('GNE', 1, 9606.0), '19228': ('Pth1r', 7, 10090.0), '10663': ('CXCR6', 1, 9606.0), '5744': ('PTHLH', 1, 9606.0), '19227': ('Pthlh', 6, 10090.0)}	24
24058597	PMC3776825	53	5	{'5745': ('PTH1R', 40, 9606.0), '10663': ('CXCR6', 1, 9606.0), '5741': ('PTH', 10, 9606.0), '5744': ('PTHLH', 1, 9606.0), '19228': ('Pth1r', 1, 10090.0)}	18
26502894	PMC4752661	214	41	{'1308': ('COL17A1', 21, 9606.0), '5083': ('PAX9', 5, 9606.0), '4487': ('MSX1', 7, 9606.0), '4054': ('LTBP3', 4, 9606.0), '8313': ('AXIN2', 6, 9606.0), '80326': ('WNT10A', 22, 9606.0), '1896': ('EDA', 4, 9606.0), '128178': ('EDARADD', 5, 9606.0), '10913': ('EDAR', 2, 9606.0), '10117': ('ENAM', 11, 9606.0), '256764': ('WDR72', 7, 9606.0), '9622': ('KLK4', 2, 9606.0), '265': ('AMELX', 5, 9606.0), '9313': ('MMP20', 3, 9606.0), '286077': ('FAM83H', 8, 9606.0), '258': ('AMBN', 5, 9606.0), '3694': ('ITGB6', 2, 9606.0), '123041': ('SLC24A4', 8, 9606.0), '152816': ('ODAPH', 2, 9606.0), '54757': ('FAM20A', 8, 9606.0), '26504': ('CNNM4', 6, 9606.0), '79641': ('ROGDI', 2, 9606.0), '6786': ('STIM1', 2, 9606.0), '56975': ('FAM20C', 2, 9606.0), '3909': ('LAMA3', 8, 9606.0), '3914': ('LAMB3', 11, 9606.0), '1747': ('DLX3', 2, 9606.0), '85495': ('RPPH1', 1, 9606.0), '2588': ('GALNS', 9, 9606.0), '1499': ('CTNNB1', 8, 9606.0), '1277': ('COL1A1', 2, 9606.0), '2248': ('FGF3', 4, 9606.0), '1834': ('DSPP', 9, 9606.0), '2335': ('FN1', 2, 9606.0), '875': ('CBS', 1, 9606.0), '9469': ('CHST3', 1, 9606.0), '1280': ('COL2A1', 1, 9606.0), '2990': ('GUSB', 1, 9606.0), '8772': ('FADD', 2, 9606.0), '55209': ('SETD5', 2, 9606.0), '3664': ('IRF6', 1, 9606.0)}	26
27898723	PMC5127517	288	15	{'5745': ('PTH1R', 157, 9606.0), '100462909': ('pth.S', 3, 0.0), '332396': ('Kcnk18', 1, 10090.0), '7408': ('VASP', 29, 9606.0), '108696019': ('kcnk18.L', 16, 0.0), '5741': ('PTH', 56, 9606.0), '5744': ('PTHLH', 6, 9606.0), '112476': ('PRRT2', 1, 9606.0), '338567': ('KCNK18', 3, 9606.0), '2597': ('GAPDH', 2, 9606.0), '399315': ('myc.L', 5, 8355.0), '17869': ('Myc', 1, 10090.0), '19226': ('Pth', 4, 10090.0), '19228': ('Pth1r', 2, 10090.0), '22323': ('Vasp', 2, 10090.0)}	6
29544499	PMC5856369	26	2	{'5745': ('PTH1R', 24, 9606.0), '5744': ('PTHLH', 2, 9606.0)}	1
29439412	PMC5871998	0	0	{}	22
30509999	PMC6329940	245	36	{'5744': ('PTHLH', 57, 9606.0), '5745': ('PTH1R', 19, 9606.0), '19227': ('Pthlh', 50, 10090.0), '19228': ('Pth1r', 44, 10090.0), '17260': ('Mef2c', 10, 10090.0), '12097': ('Bglap2', 3, 10090.0), '632': ('BGLAP', 8, 9606.0), '19264': ('Ptprc', 1, 10090.0), '104231': ('Ly76', 1, 10090.0), '18613': ('Pecam1', 1, 10090.0), '22152': ('Tubb3', 1, 10090.0), '13406': ('Dmp1', 3, 10090.0), '170574': ('Sp7', 2, 10090.0), '14268': ('Fn1', 1, 10090.0), '17386': ('Mmp13', 1, 10090.0), '110308': ('Krt5', 4, 10090.0), '16664': ('Krt14', 1, 10090.0), '12550': ('Cdh1', 1, 10090.0), '233744': ('Spon1', 1, 10090.0), '210719': ('Mkx', 1, 0.0), '11475': ('Acta2', 1, 10090.0), '50706': ('Postn', 7, 10090.0), '11433': ('Acp5', 3, 10090.0), '20750': ('Spp1', 2, 10090.0), '73835': ('Ifitm5', 2, 10090.0), '14683': ('Gnas', 1, 10090.0), '12796': ('Camp', 1, 10090.0), '16452': ('Jak2', 1, 10090.0), '20302': ('Ccl3', 1, 10090.0), '234779': ('Plcg2', 1, 10090.0), '18383': ('Tnfrsf11b', 1, 10090.0), '26401': ('Map3k1', 1, 10090.0), '12558': ('Cdh2', 1, 10090.0), '17470': ('Cd200', 10, 10090.0), '12842': ('Col1a1', 1, 10090.0), '14910': ('Gt(ROSA)26Sor', 1, 10090.0)}	4
31712638	PMC6848163	179	49	{'58508': ('KMT2C', 41, 9606.0), '56979': ('PRDM9', 4, 9606.0), '123207': ('C15orf40', 6, 0.0), '64097': ('EPB41L4A', 5, 9606.0), '642987': ('TMEM232', 9, 9606.0), '10517': ('FBXW10', 9, 9606.0), '8085': ('KMT2D', 9, 9606.0), '6469': ('SHH', 2, 9606.0), '5741': ('PTH', 3, 9606.0), '1896': ('EDA', 2, 9606.0), '4487': ('MSX1', 2, 9606.0), '4488': ('MSX2', 2, 9606.0), '5083': ('PAX9', 6, 9606.0), '26468': ('LHX6', 2, 9606.0), '431707': ('LHX8', 2, 9606.0), '1745': ('DLX1', 2, 9606.0), '1746': ('DLX2', 2, 9606.0), '860': ('RUNX2', 2, 9606.0), '5745': ('PTH1R', 14, 9606.0), '8834': ('TMEM11', 1, 9606.0), '9659': ('PDE4DIP', 2, 9606.0), '19076': ('Prim2', 2, 10090.0), '643664': ('SLC35G6', 2, 0.0), '728318': ('KRTAP9-1', 2, 0.0), '390883': ('OR7G3', 3, 9606.0), '375248': ('ANKRD36', 2, 9606.0), '3664': ('IRF6', 1, 9606.0), '7403': ('KDM6A', 1, 9606.0), '504189': ('OR8U8', 3, 9606.0), '23314': ('SATB2', 1, 9606.0), '5042': ('PABPC3', 2, 9606.0), '50945': ('TBX22', 1, 9606.0), '15204': ('Herc2', 3, 10090.0), '7039': ('TGFA', 1, 9606.0), '7043': ('TGFB3', 1, 9606.0), '10326': ('SIRPB1', 3, 9606.0), '7046': ('TGFBR1', 1, 9606.0), '7048': ('TGFBR2', 1, 9606.0), '7473': ('WNT3', 1, 9606.0), '7474': ('WNT5A', 6, 9606.0), '999': ('CDH1', 1, 9606.0), '55636': ('CHD7', 1, 9606.0), '8313': ('AXIN2', 2, 9606.0), '5727': ('PTCH1', 1, 9606.0), '5308': ('PITX2', 1, 9606.0), '5818': ('NECTIN1', 1, 9606.0), '105378260': ('105378260', 1, 0.0), '4297': ('KMT2A', 3, 9606.0), '9757': ('KMT2B', 4, 9606.0)}	11
