PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
36271811	PMC10092556	78	10	{'9968': ('MED12', 65, 9606.0), '1024': ('CDK8', 1, 9606.0), '9969': ('MED13', 1, 9606.0), '892': ('CCNC', 1, 9606.0), '6469': ('SHH', 2, 9606.0), '1950': ('EGF', 1, 9606.0), '6197': ('RPS6KA3', 4, 9606.0), '8481': ('OFD1', 1, 9606.0), '8243': ('SMC1A', 1, 9606.0), '50814': ('NSDHL', 1, 9606.0)}	28
16831221	PMC1538574	3	2	{'2332': ('FMR1', 2, 9606.0), '2200': ('FBN1', 1, 9606.0)}	0
27980443	PMC5138064	18	3	{'9968': ('MED12', 14, 9606.0), '65109': ('UPF3B', 2, 9606.0), '51114': ('ZDHHC9', 2, 9606.0)}	13
33925166	PMC8146938	415	30	{'9968': ('MED12', 180, 9606.0), '9969': ('MED13', 19, 9606.0), '892': ('CCNC', 14, 9606.0), '1024': ('CDK8', 46, 9606.0), '116931': ('MED12L', 8, 9606.0), '23389': ('MED13L', 12, 9606.0), '23097': ('CDK19', 8, 9606.0), '6662': ('SOX9', 8, 9606.0), '12387': ('Ctnnb1', 14, 10090.0), '5978': ('REST', 19, 9606.0), '6469': ('SHH', 5, 9606.0), '20423': ('Shh', 15, 10090.0), '59024': ('Med12', 21, 10090.0), '20682': ('Sox9', 1, 10090.0), '10919': ('EHMT2', 10, 9606.0), '14634': ('Gli3', 9, 10090.0), '18999': ('Pou5f1', 1, 10090.0), '71175': ('Nipbl', 1, 10090.0), '327987': ('Med13', 1, 10090.0), '2033': ('EP300', 3, 9606.0), '23210': ('JMJD6', 2, 9606.0), '264064': ('Cdk8', 4, 10090.0), '19016': ('Pparg', 1, 10090.0), '3725': ('JUN', 2, 9606.0), '2353': ('FOS', 2, 9606.0), '1958': ('EGR1', 2, 9606.0), '219541': ('MED19', 2, 9606.0), '4254': ('KITLG', 2, 9606.0), '55294': ('FBXW7', 2, 9606.0), '6772': ('STAT1', 1, 9606.0)}	10
34573309	PMC8471817	50	1	{'9968': ('MED12', 50, 9606.0)}	12
34987808	PMC8693823	33	2	{'9968': ('MED12', 31, 9606.0), '59024': ('Med12', 2, 10090.0)}	38
1799424	None	0	0	{}	37
2018063	None	0	0	{}	19
2018064	None	0	0	{}	41
2018074	None	0	0	{}	11
3322000	None	0	0	{}	5
3379374	None	0	0	{}	43
6711603	None	0	0	{}	20
8250152	None	0	0	{}	27
8267926	None	0	0	{}	7
8723050	None	0	0	{}	16
9327261	None	0	0	{}	34
10508979	None	0	0	{}	32
11334618	None	0	0	{}	33
11528648	None	0	0	{}	3
11807907	None	0	0	{}	14
12784307	None	0	0	{}	18
15736079	None	2	2	{'170302': ('ARX', 1, 9606.0), '4763': ('NF1', 1, 9606.0)}	44
16094260	None	0	0	{}	35
16760741	None	0	0	{}	17
17036352	None	0	0	{}	2
17103446	None	0	0	{}	23
19842190	None	0	0	{}	29
22489068	None	5	5	{'2200': ('FBN1', 1, 9606.0), '2201': ('FBN2', 1, 9606.0), '7046': ('TGFBR1', 1, 9606.0), '7048': ('TGFBR2', 1, 9606.0), '113189': ('CHST14', 1, 9606.0)}	26
23338167	None	0	0	{}	9
24715367	None	5	3	{'9968': ('MED12', 3, 9606.0), '26128': ('KIFBP', 1, 9606.0), '23522': ('KAT6B', 1, 9606.0)}	40
26358559	None	6	5	{'9968': ('MED12', 2, 9606.0), '65109': ('UPF3B', 1, 9606.0), '51114': ('ZDHHC9', 1, 9606.0), '79576': ('NKAP', 1, 9606.0), '81887': ('LAS1L', 1, 9606.0)}	8
27286923	None	7	1	{'9968': ('MED12', 7, 9606.0)}	30
27312080	None	5	1	{'9968': ('MED12', 5, 9606.0)}	15
27500536	None	9	2	{'9968': ('MED12', 4, 9606.0), '23389': ('MED13L', 5, 9606.0)}	42
28027854	None	4	3	{'546': ('ATRX', 2, 9606.0), '4204': ('MECP2', 1, 9606.0), '2200': ('FBN1', 1, 9606.0)}	39
28544239	None	7	1	{'9968': ('MED12', 7, 9606.0)}	31
30006928	None	7	1	{'9968': ('MED12', 7, 9606.0)}	36
31536828	None	7	1	{'9968': ('MED12', 7, 9606.0)}	24
32277047	None	16	9	{'57492': ('ARID1B', 1, 9606.0), '476': ('ATP1A1', 2, 9606.0), '1742': ('DLG4', 2, 9606.0), '79813': ('EHMT1', 2, 9606.0), '4784': ('NFIX', 3, 9606.0), '64324': ('NSD1', 2, 9606.0), '23165': ('NUP205', 1, 9606.0), '9839': ('ZEB2', 2, 9606.0), '2332': ('FMR1', 1, 9606.0)}	25
32978958	None	1	1	{'9968': ('MED12', 1, 9606.0)}	6
34670449	None	1	1	{'9968': ('MED12', 1, 9606.0)}	22
17369503	PMC2597996	5	1	{'9968': ('MED12', 5, 9606.0)}	21
23836153	PMC4875528	8	1	{'9968': ('MED12', 8, 9606.0)}	4
24123922	PMC3839301	9	3	{'9968': ('MED12', 7, 9606.0), '2737': ('GLI3', 1, 9606.0), '6469': ('SHH', 1, 9606.0)}	1
