Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	PI3K-Akt signaling pathway	7/354	3.13581879802342e-08	1.0348202033477286e-06	51.918347742555234	-175.20743416736036	COMP;FGF23;FGFR1;FGFR2;FGFR3;FGFR4;GH1
KEGG_2021_Human	Ras signaling pathway	5/232	4.193632481505705e-06	3.2700208346270516e-05	34.541850220264315	-110.54645043588327	FGF23;FGFR1;FGFR2;FGFR3;FGFR4
KEGG_2021_Human	Calcium signaling pathway	5/240	4.954577022162199e-06	3.2700208346270516e-05	33.33191489361702	-107.0540150568224	FGF23;FGFR1;FGFR2;FGFR3;FGFR4
KEGG_2021_Human	Regulation of actin cytoskeleton	5/218	3.086152382817006e-06	3.2700208346270516e-05	36.87793427230047	-117.19031279125306	FGF23;FGFR1;FGFR2;FGFR3;FGFR4
KEGG_2021_Human	Rap1 signaling pathway	5/210	2.5661971204324703e-06	3.2700208346270516e-05	38.35609756097561	-121.32965935711373	FGF23;FGFR1;FGFR2;FGFR3;FGFR4
KEGG_2021_Human	MAPK signaling pathway	5/294	1.3385871752255297e-05	7.362229463740414e-05	26.91695501730104	-87.89458911862751	FGF23;FGFR1;FGFR2;FGFR3;FGFR4
KEGG_2021_Human	Signaling pathways regulating pluripotency of stem cells	4/143	1.820556871612203e-05	8.582625251886099e-05	38.02877697841727	-100.11084528203472	FGFR1;FGFR2;FGFR3;FGFR4
KEGG_2021_Human	Central carbon metabolism in cancer	3/70	7.160249860764975e-05	0.0002953603067565552	51.17910447761194	-94.92366080084827	FGFR1;FGFR2;FGFR3
KEGG_2021_Human	Pathways in cancer	5/531	0.00023006625856898829	0.0008435762814196238	14.338403041825096	-46.44758767649085	FGF23;FGFR1;FGFR2;FGFR3;FGFR4
KEGG_2021_Human	Endocytosis	3/252	0.0030593909359302026	0.010095990088569668	13.457831325301205	-28.324076005028484	FGFR2;FGFR3;FGFR4
KEGG_2021_Human	Melanoma	2/72	0.003366354198306209	0.010099062594918627	28.564285714285713	-36.6281144505518	FGF23;FGFR1
KEGG_2021_Human	Prostate cancer	2/97	0.006031622120792857	0.016586960832180357	20.981578947368423	-27.909669646620806	FGFR1;FGFR2
KEGG_2021_Human	Parathyroid hormone synthesis, secretion and action	2/106	0.0071664154144845515	0.01819166989830694	19.14423076923077	-25.65956234303792	FGF23;FGFR1
KEGG_2021_Human	Breast cancer	2/147	0.013449368234662449	0.030361825861634623	13.660344827586206	-18.543070369415922	FGF23;FGFR1
KEGG_2021_Human	Gastric cancer	2/149	0.013800829937106646	0.030361825861634623	13.47108843537415	-18.28530462280935	FGF23;FGFR2
KEGG_2021_Human	Bladder cancer	1/41	0.04963848036556211	0.10237936575397184	22.3	-12.692261742471414	FGFR3
KEGG_2021_Human	Malaria	1/50	0.060233261208856796	0.1169233894054279	18.183673469387756	-10.63265628196324	COMP
KEGG_2021_Human	Adherens junction	1/71	0.08454220466511847	0.15499404188605054	12.695238095238095	-7.638591016595616	FGFR1
KEGG_2021_Human	ECM-receptor interaction	1/88	0.10380474953181053	0.1802924597131446	10.192848020434228	-6.152535327455873	COMP
KEGG_2021_Human	Leukocyte transendothelial migration	1/114	0.13256015588280526	0.2168475003358622	7.822025565388397	-4.655477238055189	TXK
KEGG_2021_Human	Growth hormone synthesis, secretion and action	1/119	0.13799386385009413	0.2168475003358622	7.4858757062146895	-4.435243302362896	GH1
KEGG_2021_Human	Fluid shear stress and atherosclerosis	1/139	0.15942370386618251	0.22873835772104445	6.384863123993559	-3.698840756963446	NPPC
KEGG_2021_Human	Vascular smooth muscle contraction	1/133	0.1530456645682748	0.22873835772104445	6.68013468013468	-3.898639281229232	NPPC
KEGG_2021_Human	Phagosome	1/152	0.17309473207732412	0.23800525660632066	5.82560706401766	-3.3156870475343334	COMP
KEGG_2021_Human	JAK-STAT signaling pathway	1/162	0.18347437883820783	0.23940243470153835	5.456866804692892	-3.0596637281364782	GH1
KEGG_2021_Human	cGMP-PKG signaling pathway	1/167	0.1886201000678787	0.23940243470153835	5.289156626506024	-2.942334294710352	NPPC
KEGG_2021_Human	Proteoglycans in cancer	1/205	0.22678373523038298	0.2672808308072371	4.283224400871459	-2.2275706216550177	FGFR1
KEGG_2021_Human	Focal adhesion	1/201	0.22284403856827387	0.2672808308072371	4.371111111111111	-2.2907190203417165	COMP
KEGG_2021_Human	Thermogenesis	1/232	0.25290994493508406	0.28779407527095774	3.7696007696007694	-1.8563524399324505	FGFR1
KEGG_2021_Human	Cytokine-cytokine receptor interaction	1/295	0.310808292768788	0.34188912204566685	2.9380196523053668	-1.2513063817932166	GH1
KEGG_2021_Human	MicroRNAs in cancer	1/310	0.3239838755949599	0.34488606111721537	2.7900035958288387	-1.143955577607994	FGFR3
KEGG_2021_Human	Neuroactive ligand-receptor interaction	1/341	0.3504975915199974	0.3504975915199974	2.5254901960784313	-0.9533164047874388	GH1
KEGG_2021_Human	Human papillomavirus infection	1/331	0.3420488957114324	0.3504975915199974	2.6053872053872054	-1.0106876845884132	COMP
