Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Glycosaminoglycan degradation	7/19	1.3559542373580192e-17	1.3559542373580192e-16	1566.4444444444443	-1049.2538342332596	ARSB;GALNS;GLB1;HGSNAT;IDS;IDUA;NAGLU
KEGG_2021_Human	Lysosome	7/128	2.454494125452052e-11	1.227247062726026e-10	153.2479338842975	-395.3369894381918	ARSB;GALNS;GLB1;HGSNAT;IDS;IDUA;NAGLU
KEGG_2021_Human	Other glycan degradation	1/18	0.022072807228795267	0.07357602409598422	52.62091503267974	-25.018935329511017	GLB1
KEGG_2021_Human	Ferroptosis	1/41	0.04963848036556211	0.07382667013435452	22.3	-12.692261742471414	TF
KEGG_2021_Human	Galactose metabolism	1/31	0.03774052193970927	0.07382667013435452	29.77037037037037	-16.126223630092912	GLB1
KEGG_2021_Human	Glycosphingolipid biosynthesis	1/45	0.05436047130022726	0.07382667013435452	20.262626262626263	-11.690056551619103	GLB1
KEGG_2021_Human	Salmonella infection	2/249	0.03617242514905692	0.07382667013435452	7.915991902834008	-10.280113155611538	VPS16;VPS33A
KEGG_2021_Human	Sphingolipid metabolism	1/49	0.05906133610748362	0.07382667013435452	18.564814814814813	-10.829316375605623	GLB1
KEGG_2021_Human	Mineral absorption	1/60	0.07188046794101291	0.07986718660112545	15.08286252354049	-8.981081638876871	TF
KEGG_2021_Human	HIF-1 signaling pathway	1/109	0.1270956407872156	0.1270956407872156	8.189300411522634	-4.893732148578802	TF
