Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Nicotine addiction	3/40	1.3178866798598935e-05	0.0003031139363677755	93.02316602316603	-149.44490168152666	GABRA5;GABRB3;GABRG3
KEGG_2021_Human	GABAergic synapse	3/89	0.0001467151296543735	0.0012016994235641907	39.777408637873755	-77.31969343552903	GABRA5;GABRB3;GABRG3
KEGG_2021_Human	Morphine addiction	3/91	0.0001567434030735901	0.0012016994235641907	38.86363636363637	-75.83702811737277	GABRA5;GABRB3;GABRG3
KEGG_2021_Human	Retrograde endocannabinoid signaling	3/148	0.0006580280370873506	0.0037836612132522663	23.417733990147784	-48.687210890592894	GABRA5;GABRB3;GABRG3
KEGG_2021_Human	Neuroactive ligand-receptor interaction	3/341	0.007169919884870154	0.03298163147040271	9.801352493660186	-20.03003025596712	GABRA5;GABRB3;GABRG3
KEGG_2021_Human	mRNA surveillance pathway	1/98	0.11496450084552494	0.2306935902110161	9.130584192439862	-5.49346810373269	PPP2R5D
KEGG_2021_Human	Dopaminergic synapse	1/132	0.1519784338028618	0.2306935902110161	6.73197625106022	-3.9335418472006	PPP2R5D
KEGG_2021_Human	Glutamatergic synapse	1/114	0.13256015588280526	0.2306935902110161	7.822025565388397	-4.655477238055189	SHANK3
KEGG_2021_Human	Human papillomavirus infection	2/331	0.06060431633754296	0.2306935902110161	5.880699088145897	-7.115618067766183	PPP2R5D;UBE3A
KEGG_2021_Human	AMPK signaling pathway	1/120	0.13907692219429554	0.2306935902110161	7.4220354808590105	-4.393179099544486	PPP2R5D
KEGG_2021_Human	Insulin resistance	1/108	0.12599902727061665	0.2306935902110161	8.2668743509865	-4.943743954376122	PTPA
KEGG_2021_Human	Serotonergic synapse	1/113	0.1314697223892576	0.2306935902110161	7.892857142857143	-4.701617375992292	GABRB3
KEGG_2021_Human	Sphingolipid signaling pathway	1/119	0.13799386385009413	0.2306935902110161	7.4858757062146895	-4.435243302362896	PPP2R5D
KEGG_2021_Human	Taste transduction	1/86	0.10155766145487406	0.2306935902110161	10.435294117647059	-6.300464747037211	GABRA5
KEGG_2021_Human	Ubiquitin mediated proteolysis	1/140	0.16048249753809815	0.2306935902110161	6.338129496402877	-3.6670604531534	UBE3A
KEGG_2021_Human	Oocyte meiosis	1/129	0.1487694756391342	0.2306935902110161	6.892361111111111	-4.041189892105298	PPP2R5D
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	1/150	0.1710046090025842	0.23135917688584925	5.905294556301268	-3.370661515310376	PPP2R5D
KEGG_2021_Human	Viral carcinogenesis	1/203	0.22481613944093093	0.25853856035707057	4.326732673267327	-2.2588473265567357	UBE3A
KEGG_2021_Human	RNA transport	1/186	0.20790875456503763	0.25853856035707057	4.734534534534535	-2.5504914662503393	FMR1
KEGG_2021_Human	Diabetic cardiomyopathy	1/203	0.22481613944093093	0.25853856035707057	4.326732673267327	-2.2588473265567357	PTPA
KEGG_2021_Human	Ras signaling pathway	1/232	0.25290994493508406	0.27699660635747303	3.7696007696007694	-1.8563524399324505	NF1
KEGG_2021_Human	MAPK signaling pathway	1/294	0.3099217585428667	0.3240091112039061	2.9484262419416005	-1.2588658824557653	NF1
KEGG_2021_Human	PI3K-Akt signaling pathway	1/354	0.36133488698431165	0.36133488698431165	2.4283915643689014	-0.883914601009246	PPP2R5D
