Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	ECM-receptor interaction	4/88	2.627125268929808e-06	5.779675591645577e-05	63.36507936507937	-152.4012036590114	COL9A1;COL9A2;COL9A3;COMP
KEGG_2021_Human	PI3K-Akt signaling pathway	5/354	3.3006559621061475e-05	0.0003630721558316762	22.117478510028654	-72.75889105971214	COL9A1;COL9A2;COL9A3;COMP;FGFR3
KEGG_2021_Human	Focal adhesion	4/201	6.947038219704022e-05	0.0005094494694449617	26.63620981387479	-72.95515241997339	COL9A1;COL9A2;COL9A3;COMP
KEGG_2021_Human	Protein digestion and absorption	3/103	0.0002263951845513456	0.0012451735150324007	34.14857142857143	-67.99077915372855	COL9A1;COL9A2;COL9A3
KEGG_2021_Human	Human papillomavirus infection	4/331	0.0004777466484480537	0.002102085253171436	15.781855249745158	-43.81753827074924	COL9A1;COL9A2;COL9A3;COMP
KEGG_2021_Human	Sulfur metabolism	1/10	0.012317392763478485	0.045163773466087784	99.49382716049382	-39.073675090855936	PAPSS2
KEGG_2021_Human	Selenocompound metabolism	1/17	0.020858141730383632	0.06555415972406285	55.916666666666664	-26.157848827787358	PAPSS2
KEGG_2021_Human	Malaria	1/50	0.060233261208856796	0.13251317465948495	18.183673469387756	-10.63265628196324	COMP
KEGG_2021_Human	ABC transporters	1/45	0.05436047130022726	0.13251317465948495	20.262626262626263	-11.690056551619103	ABCA4
KEGG_2021_Human	Bladder cancer	1/41	0.04963848036556211	0.13251317465948495	22.3	-12.692261742471414	FGFR3
KEGG_2021_Human	Central carbon metabolism in cancer	1/70	0.08339759626885078	0.16679519253770156	12.880837359098228	-7.74542097629872	FGFR3
KEGG_2021_Human	Signaling pathways regulating pluripotency of stem cells	1/143	0.163651680714637	0.27200600755008075	6.2018779342723	-3.57415842622014	FGFR3
KEGG_2021_Human	Phagosome	1/152	0.17309473207732412	0.27200600755008075	5.82560706401766	-3.3156870475343334	COMP
KEGG_2021_Human	Purine metabolism	1/129	0.1487694756391342	0.27200600755008075	6.892361111111111	-4.041189892105298	PAPSS2
KEGG_2021_Human	Endocytosis	1/252	0.27174750318495006	0.3146550036878369	3.4603806994245243	-1.6315316807371463	FGFR3
KEGG_2021_Human	Calcium signaling pathway	1/240	0.2604969587424048	0.3146550036878369	3.6397024639702464	-1.7619943041292825	FGFR3
KEGG_2021_Human	Rap1 signaling pathway	1/210	0.23168307497366095	0.3146550036878369	4.178096757044125	-2.1518791496475385	FGFR3
KEGG_2021_Human	Ras signaling pathway	1/232	0.25290994493508406	0.3146550036878369	3.7696007696007694	-1.8563524399324505	FGFR3
KEGG_2021_Human	Regulation of actin cytoskeleton	1/218	0.2394639268571876	0.3146550036878369	4.019969278033794	-2.037730229066884	FGFR3
KEGG_2021_Human	MAPK signaling pathway	1/294	0.3099217585428667	0.3394116791947199	2.9484262419416005	-1.2588658824557653	FGFR3
KEGG_2021_Human	MicroRNAs in cancer	1/310	0.3239838755949599	0.3394116791947199	2.7900035958288387	-1.143955577607994	FGFR3
KEGG_2021_Human	Pathways in cancer	1/531	0.4935522426966286	0.4935522426966286	1.580293501048218	-0.3089273055464	FGFR3
