Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Nicotinate and nicotinamide metabolism	3/35	8.758821912115273e-06	8.758821912115273e-05	107.625	-165.8677372651669	NAMPT;NAPRT;SIRT2
KEGG_2021_Human	Citrate cycle (TCA cycle)	3/30	5.451005352982072e-06	8.758821912115273e-05	127.63492063492063	-186.78601675178888	FH;IDH1;SDHB
KEGG_2021_Human	Pyruvate metabolism	1/47	0.05671353920929476	0.2772807612125409	19.3768115942029	-11.24402387762608	FH
KEGG_2021_Human	Central carbon metabolism in cancer	1/70	0.08339759626885078	0.2772807612125409	12.880837359098228	-7.74542097629872	IDH1
KEGG_2021_Human	Glutathione metabolism	1/57	0.06840002327828267	0.2772807612125409	15.896825396825397	-9.424000900813787	IDH1
KEGG_2021_Human	Peroxisome	1/82	0.09704826642438931	0.2772807612125409	10.956104252400548	-6.615247747466243	IDH1
KEGG_2021_Human	Renal cell carcinoma	1/69	0.08225170002715665	0.2772807612125409	13.071895424836601	-7.854937277937848	FH
KEGG_2021_Human	Non-alcoholic fatty liver disease	1/155	0.17622102470306392	0.35244204940612783	5.70995670995671	-3.235678410841787	SDHB
KEGG_2021_Human	Oxidative phosphorylation	1/133	0.1530456645682748	0.35244204940612783	6.68013468013468	-3.898639281229232	SDHB
KEGG_2021_Human	Cushing syndrome	1/155	0.17622102470306392	0.35244204940612783	5.70995670995671	-3.235678410841787	FH
KEGG_2021_Human	NOD-like receptor signaling pathway	1/181	0.20287322552436027	0.3688604100442914	4.869135802469136	-2.6461154603833723	NAMPT
KEGG_2021_Human	Diabetic cardiomyopathy	1/203	0.22481613944093093	0.3746935657348849	4.326732673267327	-2.2588473265567357	SDHB
KEGG_2021_Human	Thermogenesis	1/232	0.25290994493508406	0.3842134355917453	3.7696007696007694	-1.8563524399324505	SDHB
KEGG_2021_Human	Parkinson disease	1/249	0.2689494049142217	0.3842134355917453	3.503584229390681	-1.6629804039719844	SDHB
KEGG_2021_Human	Prion disease	1/273	0.2910658516731848	0.38808780223091305	3.184640522875817	-1.4307154955453085	SDHB
KEGG_2021_Human	Huntington disease	1/306	0.32049274018188956	0.40061592522736195	2.8280510018214935	-1.1715156192121785	SDHB
KEGG_2021_Human	Amyotrophic lateral sclerosis	1/364	0.3695602254440061	0.4151522600339009	2.3584328129782675	-0.8341701676241932	SDHB
KEGG_2021_Human	Alzheimer disease	1/369	0.3736370340305108	0.4151522600339009	2.32487922705314	-0.8103995559567543	SDHB
KEGG_2021_Human	Pathways of neurodegeneration	1/475	0.45466905008847364	0.47859900009313017	1.7801218940459447	-0.4367315309409891	SDHB
KEGG_2021_Human	Pathways in cancer	1/531	0.4935522426966286	0.4935522426966286	1.580293501048218	-0.3089273055464	FH
