Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Pathways of neurodegeneration	5/475	0.00013552707217441697	0.005150028742627846	16.16595744680851	-52.849354173241736	C9ORF72;MAPT;SLC6A3;SNCA;TARDBP
KEGG_2021_Human	Synaptic vesicle cycle	2/78	0.003939415117888246	0.04989925815991778	26.289473684210527	-34.099339569929285	SLC6A3;SLC6A4
KEGG_2021_Human	Parkinson disease	3/249	0.0029568377027043165	0.04989925815991778	13.627177700348431	-28.69609856443984	MAPT;SLC6A3;SNCA
KEGG_2021_Human	Complement and coagulation cascades	1/85	0.10043221696214563	0.22992900169104988	10.56084656084656	-6.37671991533167	CD46
KEGG_2021_Human	Arachidonic acid metabolism	1/61	0.073038012879974	0.22992900169104988	14.829629629629629	-8.841826114974799	PLA2G6
KEGG_2021_Human	Amyotrophic lateral sclerosis	2/364	0.07172754804182349	0.22992900169104988	5.321823204419889	-6.226988268408014	C9ORF72;TARDBP
KEGG_2021_Human	Amphetamine addiction	1/69	0.08225170002715665	0.22992900169104988	13.071895424836601	-7.854937277937848	SLC6A3
KEGG_2021_Human	Alzheimer disease	2/369	0.07347088540357372	0.22992900169104988	5.2459128065395095	-6.1057863985118	MAPT;SNCA
KEGG_2021_Human	Cytosolic DNA-sensing pathway	1/63	0.0753492056247738	0.22992900169104988	14.347670250896057	-8.574814690072902	PYCARD
KEGG_2021_Human	mRNA surveillance pathway	1/98	0.11496450084552494	0.22992900169104988	9.130584192439862	-5.49346810373269	TARDBP
KEGG_2021_Human	Cocaine addiction	1/49	0.05906133610748362	0.22992900169104988	18.564814814814813	-10.829316375605623	SLC6A3
KEGG_2021_Human	Fc gamma R-mediated phagocytosis	1/97	0.11385418156418702	0.22992900169104988	9.226851851851851	-5.553951626329874	PLA2G6
KEGG_2021_Human	Glycerophospholipid metabolism	1/98	0.11496450084552494	0.22992900169104988	9.130584192439862	-5.49346810373269	PLA2G6
KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	1/98	0.11496450084552494	0.22992900169104988	9.130584192439862	-5.49346810373269	PLA2G6
KEGG_2021_Human	Legionellosis	1/57	0.06840002327828267	0.22992900169104988	15.896825396825397	-9.424000900813787	PYCARD
KEGG_2021_Human	alpha-Linolenic acid metabolism	1/25	0.030537563899370044	0.22992900169104988	37.24074074074074	-19.25838448431031	PLA2G6
KEGG_2021_Human	Pertussis	1/76	0.09024597396088518	0.22992900169104988	11.841481481481482	-7.141387005986298	PYCARD
KEGG_2021_Human	Linoleic acid metabolism	1/29	0.03534490580852734	0.22992900169104988	31.904761904761905	-17.048360325519578	PLA2G6
KEGG_2021_Human	Ether lipid metabolism	1/49	0.05906133610748362	0.22992900169104988	18.564814814814813	-10.829316375605623	PLA2G6
KEGG_2021_Human	C-type lectin receptor signaling pathway	1/104	0.12160016340314761	0.23104031046598048	8.592233009708737	-5.152341092635986	PYCARD
KEGG_2021_Human	Serotonergic synapse	1/113	0.1314697223892576	0.23300387488134366	7.892857142857143	-4.701617375992292	SLC6A4
KEGG_2021_Human	Vascular smooth muscle contraction	1/133	0.1530456645682748	0.23300387488134366	6.68013468013468	-3.898639281229232	PLA2G6
KEGG_2021_Human	Autophagy	1/137	0.15730251033809037	0.23300387488134366	6.480392156862745	-3.763669230249352	C9ORF72
KEGG_2021_Human	Yersinia infection	1/137	0.15730251033809037	0.23300387488134366	6.480392156862745	-3.763669230249352	PYCARD
KEGG_2021_Human	Measles	1/139	0.15942370386618251	0.23300387488134366	6.384863123993559	-3.698840756963446	CD46
KEGG_2021_Human	Dopaminergic synapse	1/132	0.1519784338028618	0.23300387488134366	6.73197625106022	-3.9335418472006	SLC6A3
KEGG_2021_Human	Necroptosis	1/159	0.18037286671285227	0.2538581087069773	5.562587904360056	-3.1333425612983894	PYCARD
KEGG_2021_Human	RNA transport	1/186	0.20790875456503763	0.25485589269262676	4.734534534534535	-2.5504914662503393	TARDBP
KEGG_2021_Human	Alcoholism	1/186	0.20790875456503763	0.25485589269262676	4.734534534534535	-2.5504914662503393	SLC6A3
KEGG_2021_Human	Influenza A	1/172	0.1937366175133076	0.25485589269262676	5.131254061078622	-2.8313674486945275	PYCARD
KEGG_2021_Human	NOD-like receptor signaling pathway	1/181	0.20287322552436027	0.25485589269262676	4.869135802469136	-2.6461154603833723	PYCARD
KEGG_2021_Human	Pathogenic Escherichia coli infection	1/197	0.21888628489075546	0.2599274633077721	4.462585034013605	-2.3563138595912863	PYCARD
KEGG_2021_Human	Lipid and atherosclerosis	1/215	0.23655445762047492	0.27239604210842566	4.077881619937695	-2.079575623138921	PYCARD
KEGG_2021_Human	Ras signaling pathway	1/232	0.25290994493508406	0.2826640561039175	3.7696007696007694	-1.8563524399324505	PLA2G6
KEGG_2021_Human	Salmonella infection	1/249	0.2689494049142217	0.28389103852056735	3.503584229390681	-1.6629804039719844	PYCARD
KEGG_2021_Human	Shigellosis	1/246	0.26614163456811335	0.28389103852056735	3.547845804988662	-1.6951894904190261	PYCARD
KEGG_2021_Human	Cytokine-cytokine receptor interaction	1/295	0.310808292768788	0.310808292768788	2.9380196523053668	-1.2513063817932166	GDF15
KEGG_2021_Human	MAPK signaling pathway	1/294	0.3099217585428667	0.310808292768788	2.9484262419416005	-1.2588658824557653	MAPT
