Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Citrate cycle (TCA cycle)	2/30	0.0005890383323778795	0.003788255259681755	71.78571428571429	-75.93290601172647	SUCLA2;SUCLG1
KEGG_2021_Human	Propanoate metabolism	2/34	0.0007576510519363511	0.003788255259681755	62.78125	-68.75549505519805	SUCLA2;SUCLG1
KEGG_2021_Human	Aminoacyl-tRNA biosynthesis	1/66	0.07880627134542659	0.15761254269085317	13.68034188034188	-8.200693724608003	TRNL1
KEGG_2021_Human	Glycosaminoglycan biosynthesis	1/53	0.06374115884515756	0.15761254269085317	17.128205128205128	-10.081098986019231	EXT1
KEGG_2021_Human	Pyrimidine metabolism	1/56	0.06723726744113623	0.15761254269085317	16.187878787878788	-9.580691348846925	TK2
KEGG_2021_Human	Peroxisome	1/82	0.09704826642438931	0.1617471107073155	10.956104252400548	-6.615247747466243	MPV17
KEGG_2021_Human	Drug metabolism	1/108	0.12599902727061665	0.17518011116339122	8.2668743509865	-4.943743954376122	TK2
KEGG_2021_Human	Purine metabolism	1/129	0.1487694756391342	0.17518011116339122	6.892361111111111	-4.041189892105298	DGUOK
KEGG_2021_Human	Spinocerebellar ataxia	1/143	0.163651680714637	0.17518011116339122	6.2018779342723	-3.57415842622014	OPA1
KEGG_2021_Human	mTOR signaling pathway	1/154	0.17518011116339122	0.17518011116339122	5.74800290486565	-3.2620286219941206	MAPKAP1
